,hour,wind_dir,current_dir,wind_speed,current_speed,wave_height,water_temp,tide_height,dif_tide_height,tide_variation,cluster
43,0.8333333333333334,0.6775,0.5741666666666666,0.2358490566037736,0.4906295050456511,0.0704225352112676,0.2623436471362739,0.7433333333333334,0.02953586497890295,0.08020603384841796,11
90,0.7916666666666666,0.6436111111111111,0.5772222222222223,0.05660377358490566,0.3877943296492071,0.08450704225352113,0.2952600394996707,0.56,0.0970464135021097,0.2972774098601913,11
298,0.6666666666666666,0.0,0.07236111111111111,0.03773584905660378,0.4723690533397406,0.06338028169014086,0.349572086899276,0.06666666666666668,0.04641350210970464,0.14937454010301693,15
348,0.75,0.03583333333333333,0.10638888888888888,0.3207547169811321,0.35559827006247,0.17253521126760565,0.3910467412771561,0.15333333333333335,0.04219409282700422,0.08167770419426049,6
349,0.7916666666666666,0.01888888888888889,0.07208333333333332,0.2358490566037736,0.2532436328688131,0.16549295774647887,0.3739302172481895,0.20000000000000004,0.0590717299578059,0.2163355408388521,6
369,0.625,0.8877777777777779,0.5068055555555555,0.2169811320754717,0.2542047092743873,0.09154929577464788,0.3492429229756417,0.5000000000000001,0.06329113924050632,0.20088300220750552,33
371,0.7083333333333334,0.9130555555555556,0.16847222222222222,0.22641509433962265,0.3181162902450745,0.0880281690140845,0.4150757077024359,0.33333333333333337,0.08016877637130801,0.3612950699043414,23
396,0.75,0.8022222222222223,0.1613888888888889,0.0660377358490566,0.30706391158097074,0.042253521126760576,0.4256089532587228,0.33333333333333337,0.04641350210970464,0.2097130242825607,23
468,0.75,0.8380555555555556,0.5055555555555555,0.339622641509434,0.28447861604997604,0.2323943661971831,0.4476629361421989,0.6200000000000001,0.02953586497890295,0.07137601177336278,13
491,0.7083333333333334,0.9980555555555556,0.5530555555555555,0.16037735849056606,0.3541566554541086,0.15845070422535212,0.4700460829493087,0.6333333333333334,0.05485232067510548,0.10669610007358353,13
493,0.7916666666666666,0.12027777777777778,0.5380555555555555,0.2924528301886793,0.1955790485343585,0.10915492957746477,0.435154707044108,0.6533333333333334,0.037974683544303785,0.09713024282560706,31
534,0.5,0.8105555555555556,0.10319444444444444,0.2641509433962264,0.3469485824123018,0.3063380281690141,0.403225806451613,0.2466666666666667,0.050632911392405056,0.13171449595290655,3
538,0.6666666666666666,0.6583333333333333,0.6623611111111111,0.3962264150943397,0.03748197981739549,0.2605633802816901,0.4200131665569456,0.4266666666666668,0.07172995780590717,0.3848417954378219,18
539,0.7083333333333334,0.6547222222222222,0.58125,0.3490566037735849,0.2109562710235464,0.2183098591549296,0.425279789335089,0.5266666666666667,0.07594936708860757,0.3274466519499632,2
540,0.75,0.6583333333333333,0.5731944444444445,0.339622641509434,0.2988947621335897,0.19014084507042253,0.4216589861751152,0.6333333333333334,0.0590717299578059,0.29874908020603386,2
559,0.5416666666666666,0.7105555555555556,0.08208333333333334,0.28301886792452835,0.3565593464680443,0.09859154929577467,0.4256089532587228,0.16,0.050632911392405056,0.12141280353200885,3
560,0.5833333333333334,0.74,0.04861111111111111,0.2075471698113208,0.3017779913503124,0.10563380281690143,0.4473337722185649,0.15333333333333335,0.033755274261603366,0.09345106696100074,3
561,0.625,0.7780555555555556,0.13624999999999998,0.19811320754716985,0.18548774627582892,0.10211267605633803,0.4822251481237656,0.21333333333333332,0.05485232067510548,0.2560706401766004,23
562,0.6666666666666666,0.7930555555555555,0.3145833333333333,0.16037735849056606,0.08553580009610763,0.09507042253521128,0.481237656352864,0.29666666666666663,0.08438818565400844,0.3715967623252392,23
585,0.625,0.6969444444444445,0.03916666666666667,0.28301886792452835,0.2960115329168669,0.024647887323943667,0.4634628044766294,0.1,0.05485232067510548,0.3451066961000736,4
610,0.6666666666666666,0.7274999999999999,0.04430555555555556,0.2358490566037736,0.32003844305622303,0.0704225352112676,0.531599736668861,0.10333333333333332,0.06329113924050632,0.1758646063281825,25
611,0.7083333333333334,0.8122222222222222,0.095,0.169811320754717,0.1734742912061509,0.073943661971831,0.532916392363397,0.22,0.09282700421940927,0.3384841795437822,23
612,0.75,0.065,0.6145833333333334,0.11320754716981132,0.050937049495434886,0.0704225352112676,0.5648452929558923,0.36,0.0970464135021097,0.33038999264164826,12
635,0.7083333333333334,0.6775,0.03305555555555555,0.1320754716981132,0.30514175876982225,0.2323943661971831,0.49967083607636603,0.12,0.08438818565400844,0.2339955849889625,25
653,0.4583333333333333,0.4908333333333333,0.5686111111111111,0.2358490566037736,0.5060067275348391,0.16901408450704228,0.4361421988150098,0.7066666666666668,0.04641350210970464,0.07873436350257543,5
657,0.625,0.6344444444444445,0.09861111111111112,0.4150943396226416,0.4627582892839981,0.2042253521126761,0.43317972350230427,0.09666666666666668,0.08438818565400844,0.2376747608535688,22
658,0.6666666666666666,0.6569444444444444,0.07958333333333333,0.5660377358490567,0.5007208073041808,0.19718309859154928,0.5394996708360764,0.040000000000000015,0.025316455696202528,0.05224429727740986,22
659,0.7083333333333334,0.6533333333333333,0.13291666666666668,0.30188679245283023,0.4084574723690534,0.1866197183098592,0.5618828176431863,0.07333333333333332,0.0590717299578059,0.24282560706401765,22
660,0.75,0.5569444444444445,0.18583333333333332,0.14150943396226418,0.16578567996155694,0.17253521126760565,0.5526662277814351,0.18333333333333326,0.10126582278481013,0.3340691685062546,10
680,0.625,0.525,0.14166666666666666,0.33018867924528306,0.3724171071600193,0.2183098591549296,0.4476629361421989,0.21,0.0970464135021097,0.6055923473142016,35
681,0.6666666666666666,0.5513888888888889,0.08555555555555555,0.3962264150943397,0.5088899567515619,0.22887323943661975,0.5177748518762344,0.09,0.0590717299578059,0.18248712288447388,22
682,0.7083333333333334,0.4994444444444445,0.10791666666666667,0.3584905660377359,0.5012013455069679,0.21478873239436624,0.5605661619486504,0.06666666666666668,0.012658227848101264,0.03679175864606328,22
683,0.75,0.5244444444444445,0.13624999999999998,0.24528301886792456,0.2691013935607881,0.22887323943661975,0.5605661619486504,0.12333333333333335,0.08016877637130801,0.18469462840323767,10
701,0.5,0.5180555555555556,0.543611111111111,0.4433962264150944,0.478616049975973,0.1830985915492958,0.4993416721527322,0.68,0.033755274261603366,0.0963944076526858,5
704,0.625,0.5336111111111111,0.20972222222222225,0.3679245283018868,0.3012974531475253,0.19014084507042253,0.4713627386438446,0.33333333333333337,0.10548523206751054,0.362766740250184,10
705,0.6666666666666666,0.5433333333333333,0.11819444444444445,0.3867924528301887,0.4603555982700625,0.1936619718309859,0.4815668202764978,0.18333333333333326,0.08438818565400844,0.2501839587932303,22
706,0.7083333333333334,0.5388888888888889,0.09180555555555554,0.2924528301886793,0.5559827006246998,0.19718309859154928,0.5427913100724162,0.08333333333333334,0.037974683544303785,0.08682855040470934,22
725,0.5,0.5449999999999999,0.5511111111111111,0.28301886792452835,0.4593945218644882,0.07746478873239437,0.5398288347597102,0.6566666666666667,0.033755274261603366,0.12362030905077262,5
729,0.6666666666666666,0.5697222222222222,0.1763888888888889,0.3113207547169811,0.29649207111965403,0.11267605633802814,0.4825543120473996,0.2933333333333333,0.09282700421940927,0.4915378955114054,35
733,0.8333333333333334,0.5494444444444445,0.1213888888888889,0.17924528301886794,0.2042287361845267,0.11267605633802814,0.534562211981567,0.23333333333333334,0.06751054852320675,0.3841059602649007,10
774,0.5833333333333334,0.5325,0.5640277777777778,0.5283018867924528,0.2157616530514176,0.4190140845070424,0.565174456879526,0.6200000000000001,0.025316455696202528,0.15378955114054452,28
775,0.625,0.5527777777777778,0.4986111111111111,0.6698113207547169,0.2296972609322441,0.5246478873239436,0.5470704410796579,0.6200000000000001,0.025316455696202528,0.042678440029433405,7
776,0.6666666666666666,0.5533333333333333,0.4606944444444444,0.6886792452830189,0.1667467563671312,0.5985915492957747,0.5391705069124424,0.5666666666666668,0.0590717299578059,0.35320088300220753,7
777,0.7083333333333334,0.5566666666666666,0.2718055555555555,0.6509433962264152,0.18548774627582892,0.6197183098591549,0.5490454246214616,0.4800000000000001,0.05485232067510548,0.1434878587196468,7
