,hour,dif_tide_height,water_temp,wave_height,current_speed,wind_speed,tide_height,cluster
43,0.8333333333333334,0.021276595744680854,0.2618591633063816,0.07800586488633568,0.4547770698990408,0.2358490566037736,0.7474307419571046,20
90,0.7916666666666666,0.08936170212765958,0.29655273999603793,0.08973607040228412,0.3440239789471819,0.05660377358490566,0.5571939231233243,20
298,0.6666666666666666,0.03829787234042553,0.3435658516038793,0.07096774171752909,0.4454852003177399,0.03773584905660378,0.06758266306970509,2
348,0.75,0.03404255319148936,0.39378314684554616,0.1847507331811732,0.32184338694190723,0.3207547169811321,0.15382037533512066,2
349,0.7916666666666666,0.05106382978723405,0.3767678254645752,0.1782991200418297,0.2209067065678184,0.2358490566037736,0.2037533512064343,2
369,0.625,0.05531914893617021,0.3522944906017369,0.10205278594769564,0.2420382164902334,0.2169811320754717,0.503239499530831,11
371,0.7083333333333334,0.0723404255319149,0.4096935770211236,0.09560117280835218,0.27703259642718525,0.22641509433962265,0.32182752459785524,3
396,0.75,0.03829787234042553,0.4274270773209865,0.05219941373658637,0.2811539901764059,0.0660377358490566,0.3325513851876676,12
468,0.75,0.021276595744680854,0.4493039188124055,0.2375366569472227,0.25380292233905105,0.339622641509434,0.6209785522788203,10
491,0.7083333333333334,0.046808510638297884,0.4691919565318776,0.159530792060887,0.3282877481538941,0.16037735849056606,0.642202859919571,17
493,0.7916666666666666,0.029787234042553193,0.4384759873861155,0.11847507310697365,0.1814911951822237,0.2924528301886793,0.6624218049597853,10
534,0.5,0.042553191489361715,0.4061026811007966,0.3143695017746322,0.32221805913362594,0.2641509433962264,0.2478775692359249,22
538,0.6666666666666666,0.06382978723404256,0.4243333823436459,0.2662756596519122,0.04443611838594815,0.3962264150943397,0.4223637176273457,10
539,0.7083333333333334,0.06808510638297872,0.4276480552968913,0.22580645143127426,0.19160734354933728,0.3490566037735849,0.5329535299597854,10
540,0.75,0.05106382978723405,0.4242781380154033,0.19413489717164453,0.28250280995868776,0.339622641509434,0.6362823947721178,10
559,0.5416666666666666,0.042553191489361715,0.4289739244781894,0.1102639298792408,0.328962158045035,0.28301886792452835,0.16052278820375335,22
560,0.5833333333333334,0.025531914893617023,0.4504640543460414,0.1102639298792408,0.2780816784201236,0.2075471698113208,0.15538427164879354,2
561,0.625,0.046808510638297884,0.4854890983310223,0.11143694993816702,0.16230798044093486,0.19811320754716985,0.20799821266756036,12
562,0.6666666666666666,0.07659574468085106,0.4842184741409013,0.10205278594769564,0.0787560884317591,0.16037735849056606,0.3061885611930295,12
585,0.625,0.046808510638297884,0.4706283150325956,0.03695014663623463,0.274934432261466,0.28301886792452835,0.11047810542895442,2
610,0.6666666666666666,0.05531914893617021,0.5345462580390534,0.08211143720401443,0.2917946795399887,0.2358490566037736,0.10668007151474533,2
611,0.7083333333333334,0.0851063829787234,0.5380819096311379,0.08093841644127586,0.15968527536866775,0.169811320754717,0.223637176072386,12
612,0.75,0.08936170212765958,0.5700685036299558,0.07507331403520781,0.06878980889637235,0.11320754716981132,0.3752234137399463,12
635,0.7083333333333334,0.07659574468085106,0.5275151339945539,0.258331112084066,0.2866923259409338,0.1320754716981132,0.12086684537533512,2
653,0.4583333333333333,0.03829787234042553,0.4482542725981893,0.181818181626233,0.4884975644560861,0.2358490566037736,0.7058757821715818,4
657,0.625,0.07659574468085106,0.4756254350988879,0.2129032258563996,0.4365339417217237,0.4150943396226416,0.10958445040214476,6
658,0.6666666666666666,0.017021276595744685,0.5448217441941139,0.20762463347979465,0.4637692017809195,0.5660377358490567,0.04211349416890081,6
659,0.7083333333333334,0.05106382978723405,0.5679692105385887,0.19589442796384615,0.3826901460392605,0.30188679245283023,0.07841823056300268,6
660,0.75,0.09361702127659577,0.5573070127599609,0.17947214080456825,0.15339078305135265,0.14150943396226418,0.19526362821715815,12
680,0.625,0.08936170212765958,0.4511571226285085,0.2269794721940128,0.3491467692341286,0.33018867924528306,0.22508936548257366,22
681,0.6666666666666666,0.05106382978723405,0.503885533221534,0.2363636361844841,0.4668415135372019,0.3962264150943397,0.09361036642091153,6
682,0.7083333333333334,0.004255319148936171,0.5591853272124887,0.22580645143127426,0.468040464424812,0.3584905660377359,0.06680071494638071,6
683,0.75,0.0723404255319149,0.5651517385283302,0.23519061612555794,0.2472836267246889,0.24528301886792456,0.1272341376005362,2
701,0.5,0.025531914893617023,0.503940778212711,0.19472140790492,0.4328212812807344,0.4433962264150944,0.6853217158176943,4
704,0.625,0.09787234042553193,0.474118765755486,0.2084244204594544,0.2625770631831538,0.3679245283018868,0.34148793565683644,22
705,0.6666666666666666,0.07659574468085106,0.5015652621542621,0.20117302034045112,0.4217309852331365,0.3867924528301887,0.1831992850536193,6
706,0.7083333333333334,0.029787234042553193,0.5476502653351947,0.20938416427199627,0.5110378417366359,0.2924528301886793,0.09092940127345844,6
725,0.5,0.025531914893617023,0.5392420451647741,0.08328445726294065,0.4221805918272303,0.28301886792452835,0.6588471849865951,4
729,0.6666666666666666,0.0851063829787234,0.5030568649832226,0.124340176216854,0.28160359677049984,0.3113207547169811,0.2960232350536193,22
733,0.8333333333333334,0.059574468085106386,0.5383631543277443,0.12524660061589366,0.1850812356757041,0.17924528301886794,0.2345844504021448,12
774,0.5833333333333334,0.017021276595744685,0.5685216558098181,0.4299120233266656,0.19408017981685394,0.5283018867924528,0.6285746199731902,5
775,0.625,0.017021276595744685,0.5503461995581458,0.5348973608293015,0.2139378043593624,0.6698113207547169,0.6248882928954422,27
776,0.6666666666666666,0.05106382978723405,0.5434958750128156,0.606451613280106,0.15766204569524506,0.6886792452830189,0.5717158176943699,27
777,0.7083333333333334,0.046808510638297884,0.5534298497505687,0.5835777129814846,0.1637317347155132,0.6509433962264152,0.4813449508713137,27
779,0.7916666666666666,0.03404255319148936,0.5576937243835279,0.5853372437736862,0.39932559002073614,0.5188679245283019,0.26686773907506695,15
796,0.5,0.05106382978723405,0.5810621687039077,0.2621700880380458,0.11412514047050835,0.5660377358490567,0.364946380697051,21
801,0.7083333333333334,0.042553191489361715,0.5915586328348732,0.16891495605135834,0.1839640314497404,0.2641509433962264,0.5938337801608577,17
822,0.5833333333333334,0.06382978723404256,0.6094578667823979,0.25043988252209737,0.10168602473054987,0.4528301886792453,0.4130920464477211,21
823,0.625,0.03829787234042553,0.6097893340777225,0.24750733167096955,0.1706257024316727,0.5188679245283019,0.5130697050938337,21
824,0.6666666666666666,0.03829787234042553,0.61133618189786,0.2545454548397761,0.237991757143388,0.4622641509433963,0.5863494189008042,8
825,0.7083333333333334,0.021276595744680854,0.6237662054725301,0.2228739005801464,0.15301611085963393,0.14150943396226418,0.6214253800268096,17
826,0.75,0.029787234042553193,0.6217221567094056,0.20586510268759295,0.1282877481844674,0.4245283018867925,0.6063449510723861,8
843,0.4583333333333333,0.01276595744680851,0.601778874661691,0.20410557189539133,0.2867740726025801,0.4056603773584906,0.19247095623324392,22
846,0.5833333333333334,0.05106382978723405,0.6519961699033578,0.15777126126868532,0.07560884227310155,0.3962264150943397,0.3026139410187667,7
847,0.625,0.0723404255319149,0.6452010903492051,0.14604105575273693,0.17452229297376767,0.4905660377358491,0.4092940125335121,21
848,0.6666666666666666,0.06808510638297872,0.6452010903492051,0.13724340179172867,0.26908954653824485,0.3584905660377359,0.5213360142761393,8
849,0.7083333333333334,0.05531914893617021,0.6562500004143343,0.1284457478307204,0.3208692393513441,0.19811320754716985,0.6204200180965148,24
