year,month,day,hour,wind_dir,current_dir,wind_speed,current_speed,wave_height,water_temp,tide_height,tide_variation,drowning,drowning_num
2016,6,18,0.041666667,0.472777778,0.065231481,0.339622642,0.431772199,0.354252199,0.174738509,0.214180548,0.070254111,0,0
2016,6,18,0.083333333,0.527222222,0.066666667,0.264150943,0.382090671,0.343108504,0.166672805,0.243632708,0.121076233,0,0
2016,6,18,0.125,0.576388889,0.107685185,0.528301887,0.21251405,0.382404692,0.16479449,0.290661305,0.477578475,0,0
2016,6,18,0.166666667,0.534166667,0.529652778,0.339622642,0.064818284,0.361876833,0.167501473,0.405719392,0.247384155,0,0
2016,6,18,0.208333333,0.555,0.667453704,0.41509434,0.099213188,0.298533725,0.167832941,0.50893655,0.210014948,0,0
2016,6,18,0.25,0.570555556,0.612638889,0.367924528,0.252978644,0.291495601,0.17341264,0.618521001,0.292974589,0,0
2016,6,18,0.291666667,0.595555556,0.591157408,0.433962264,0.368977145,0.269794721,0.185511196,0.674486148,0.168161435,0,0
2016,6,18,0.333333333,0.548611111,0.542407408,0.235849057,0.335481454,0.269208211,0.186947555,0.655719392,0.248878924,0,0
2016,6,18,0.375,0.622222222,0.502407408,0.462264151,0.322967403,0.250439883,0.188162934,0.580205541,0.266816143,0,0
2016,6,18,0.416666667,0.61,0.419606481,0.462264151,0.196178344,0.305571848,0.186339864,0.479892761,0.323617339,0,0
2016,6,18,0.458333333,0.603055556,0.226435185,0.509433962,0.167103784,0.347800587,0.199046111,0.341823056,0.49103139,0,0
2016,6,18,0.5,0.593888889,0.128842593,0.5,0.317647059,0.341348974,0.206890837,0.237600536,0.216741405,0,0
2016,6,18,0.541666667,0.618055556,0.092314815,0.396226415,0.32798801,0.334310851,0.199653801,0.188002681,0.288490284,0,0
2016,6,18,0.583333333,0.63,0.055,0.20754717,0.294792057,0.331378299,0.219265616,0.19593387,0.160687593,0,0
2016,6,18,0.625,0.779444444,0.091111111,0.150943396,0.202322967,0.284457478,0.236778138,0.253798034,0.452167414,0,0
2016,6,18,0.666666667,0.681388889,0.240949074,0.141509434,0.037766954,0.240469209,0.244070419,0.363827419,0.188340807,0,0
2016,6,18,0.708333333,0.583333333,0.589722222,0.132075472,0.142300487,0.207038123,0.237220094,0.480563003,0.432735426,0,0
2016,6,18,0.75,0.040277778,0.556435185,0.103773585,0.278905957,0.188856305,0.252578079,0.605786416,0.303437967,0,0
2016,6,18,0.791666667,0,0.56912037,0,0.400524541,0.181818182,0.253627725,0.696045576,0.119581465,0,0
2016,6,18,0.833333333,0.072222222,0.546550926,0.075471698,0.356837767,0.150733138,0.241971126,0.729445934,0.047085202,0,0
2016,6,18,0.875,0.043888889,0.52025463,0.08490566,0.323716748,0.134897361,0.21992855,0.704758713,0.122571001,0,0
2016,6,18,0.916666667,0.055833333,0.435439815,0.132075472,0.152191832,0.167741935,0.182969947,0.586461126,0.201046338,0,0
2016,6,18,0.958333333,0.133611111,0.178449074,0.226415094,0.184938179,0.17829912,0.189599293,0.457327971,0.307174888,0,0
2016,6,18,1,0.117222222,0.101342593,0.254716981,0.382914949,0.197067449,0.205454479,0.311327078,0.491778774,0,0
2016,6,19,0.041666667,0.090277778,0.074513889,0.254716981,0.456650431,0.217595308,0.180152475,0.186931394,0.234678625,0,0
2016,6,19,0.083333333,0.126944444,0.057060185,0.339622642,0.435893593,0.22111437,0.196946818,0.174262735,0.032137519,0,0
2016,6,19,0.125,0.146388889,0.045833333,0.29245283,0.370550768,0.207624633,0.18871538,0.209338695,0.141255605,0,0
2016,6,19,0.166666667,0.222222222,0.7375,0.254716981,0.252603971,0.223460411,0.215508986,0.302725648,0.157698057,0,0
2016,6,19,0.208333333,0.028611111,0.914884259,0.264150943,0.116672911,0.219354839,0.229927814,0.438114388,0.564275037,0,0
2016,6,19,0.25,0.146111111,0.661412037,0.330188679,0.087523417,0.243401759,0.225342516,0.553619303,0.205530643,0,0
2016,6,19,0.291666667,0,0.56337963,0.028301887,0.189584114,0.262756598,0.23230333,0.629021448,0.100149477,0,0
2016,6,19,0.333333333,0.413611111,0.556365741,0.132075472,0.348070438,0.259824047,0.218547437,0.664991064,0.047832586,0,0
2016,6,19,0.375,0.474722222,0.525347222,0.047169811,0.378269015,0.129618769,0.205123011,0.630138517,0.161434978,0,0
2016,6,19,0.416666667,0.610277778,0.515740741,0.103773585,0.369201948,0.249853372,0.188273424,0.525022341,0.444693572,0,0
2016,6,19,0.458333333,0.618611111,0.362314815,0.20754717,0.097939303,0.263929619,0.185811095,0.407283289,0.36696562,0,0
2016,6,19,0.5,0.588333333,0.160393519,0.320754717,0.199400524,0.252199413,0.204239098,0.271112601,0.358744395,0,0
2016,6,19,0.541666667,0.654166667,0.07912037,0.433962264,0.327913076,0.213489736,0.222635533,0.171470063,0.11509716,0,0
2016,6,19,0.583333333,0.673333333,0.056180556,0.358490566,0.351592357,0.184750733,0.27202416,0.136617516,0.068759342,0,0
2016,6,19,0.625,0.618055556,0.078935185,0.264150943,0.271487448,0.161290323,0.283515027,0.15113941,0.198804185,0,0
2016,6,19,0.666666667,0.654722222,0.12974537,0.349056604,0.104608468,0.139589443,0.268930466,0.258378016,0.423019432,0,0
2016,6,19,0.708333333,0.6675,0.545486111,0.330188679,0.103859123,0.107331378,0.276443724,0.394883825,0.270553064,0,0
2016,6,19,0.75,0.984444444,0.577453704,0.198113208,0.276133383,0.099120234,0.287050678,0.534182306,0.218983558,0,0
2016,6,19,0.791666667,0.771666667,0.562986111,0.075471698,0.367103784,0.096774194,0.283128315,0.673815907,0.2877429,0,0
2016,6,19,0.833333333,0.6775,0.57212963,0.235849057,0.45477707,0.078005865,0.261859163,0.747430742,0.065769806,0,0
2016,6,19,0.875,0.803888889,0.53400463,0.169811321,0.419258149,0.079765396,0.271858426,0.750670241,0.069506726,0,0
2016,6,19,0.916666667,0.690555556,0.511365741,0.075471698,0.304233795,0.084457478,0.226613141,0.676720286,0.268310912,0,0
2016,6,19,0.958333333,0.075833333,0.341157408,0.113207547,0.168077932,0.102052786,0.200592958,0.545911528,0.303437967,0,0
2016,6,19,1,0.564166667,0.131990741,0.066037736,0.304233795,0.11143695,0.221585887,0.367515639,0.47309417,0,0
2016,6,20,0.041666667,0,0.073935185,0.018867925,0.502884975,0.117888563,0.211641868,0.203522612,0.201793722,0,0
2016,6,20,0.083333333,0.5775,0.053032407,0.08490566,0.540352192,0.118475073,0.205343989,0.109137623,0.091180867,0,0
2016,6,20,0.125,0.559444444,0.046180556,0.047169811,0.458448857,0.123167155,0.213962139,0.096738159,0.099402093,0,0
2016,6,20,0.166666667,0.5725,0.428194444,0.169811321,0.297414762,0.130205279,0.198106953,0.188561215,0.265321375,0,0
2016,6,20,0.208333333,0.321666667,0.908564815,0.150943396,0.104083927,0.137829912,0.202692251,0.348413762,0.587443946,0,0
2016,6,20,0.25,0.37,0.738310185,0.103773585,0.106107156,0.120821115,0.217166323,0.511282395,0.399103139,0,0
2016,6,20,0.291666667,0.3575,0.624259259,0.113207547,0.214387411,0.108504399,0.225563494,0.625335121,0.235426009,0,0
2016,6,20,0.333333333,0.468888889,0.585208333,0.122641509,0.414687149,0.103225807,0.228767678,0.697944593,0.088938714,0,0
2016,6,20,0.375,0.590277778,0.547268519,0.08490566,0.467890596,0.117302053,0.225397761,0.69919571,0.043348281,0,0
2016,6,20,0.416666667,0.576388889,0.539467593,0.254716981,0.396253278,0.11085044,0.203907631,0.625335121,0.263079223,0,0
2016,6,20,0.458333333,0.033888889,0.495601852,0.066037736,0.282128138,0.09032258,0.198714644,0.508378016,0.412556054,0,0
2016,6,20,0.5,0.007222222,0.275454545,0.103773585,0.148458735,0.090055985,0.202978518,0.355339589,0.236173393,0,0
2016,6,20,0.541666667,0.628333333,0.114791667,0.20754717,0.292993631,0.083870968,0.21567472,0.219615728,0.27877429,0,0
2016,6,20,0.583333333,0.605555556,0.06962963,0.150943396,0.402173098,0.078005865,0.220591485,0.146671135,0.086696562,0,0
2016,6,20,0.625,0.736944444,0.042430556,0.141509434,0.365605095,0.078592376,0.222801267,0.119079535,0.277279522,0,0
2016,6,20,0.666666667,0.0325,0.497800926,0.094339623,0.250131135,0.063929619,0.222746022,0.194258266,0.23019432,0,0
2016,6,20,0.708333333,0.939166667,0.884191919,0.122641509,0.110364794,0.065742469,0.285242674,0.34707328,0.605381166,0,0
2016,6,20,0.75,0.8225,0.716666667,0.056603774,0.124840764,0.064516129,0.29412198,0.4967605,0.411061286,0,0
2016,6,20,0.791666667,0.567777778,0.610046296,0.169811321,0.209441738,0.136070381,0.282078668,0.671581769,0.437219731,0,0
2016,6,20,0.833333333,0.580833333,0.566712963,0.264150943,0.405020607,0.114956012,0.268654243,0.804736372,0.159192825,0,0
2016,6,20,0.875,0.646666667,0.537453704,0.311320755,0.43297115,0.115542522,0.231253683,0.851876676,0.193572496,0,0
2016,6,20,0.916666667,0.968611111,0.529467593,0.226415094,0.430123642,0.112609971,0.206062168,0.819034853,0.205530643,0,0
2016,6,20,0.958333333,0.951111111,0.46599537,0.320754717,0.24885725,0.11085044,0.209376841,0.692582663,0.26083707,0,0
2016,6,20,1,0.026111111,0.226805556,0.29245283,0.205695017,0.11026393,0.206614614,0.517426273,0.307174888,0,0
2016,6,21,0.041666667,0.021111111,0.1075,0.254716981,0.434844511,0.08914956,0.220978197,0.334823979,0.37593423,0,0
2016,6,21,0.083333333,0.073333333,0.065347222,0.132075472,0.544248782,0.06744868,0.224955804,0.188896336,0.358744395,0,0
2016,6,21,0.125,0.03,0.049050926,0.188679245,0.515698763,0.060997068,0.233352976,0.129579982,0.262331839,0,0
2016,6,21,0.166666667,0.106944444,0.023888889,0.198113208,0.383814163,0.059237537,0.211089423,0.17727882,0.159940209,0,0
2016,6,21,0.208333333,0.160555556,0.88,0.132075472,0.235294118,0.069794722,0.210592222,0.289209115,0.324364723,0,0
2016,6,21,0.25,0.944722222,0.786018519,0.066037736,0.103784189,0.108504399,0.212083825,0.426831993,0.508221226,0,0
2016,6,21,0.291666667,0,0.660648148,0.028301887,0.22840015,0.112023461,0.220260018,0.594280608,0.205530643,0,0
2016,6,21,0.333333333,0.006111111,0.598032408,0.150943396,0.384188835,0.123753665,0.227828521,0.70487042,0.471599402,0,0
2016,6,21,0.375,0,0.565601852,0.037735849,0.508505058,0.114369501,0.231750884,0.751005362,0.153961136,0,0
2016,6,21,0.416666667,0.682777778,0.544212963,0.150943396,0.450880479,0.086803519,0.219652327,0.723748883,0.076233184,0,0
2016,6,21,0.458333333,0.760277778,0.527824074,0.160377358,0.387560884,0.11085044,0.217608279,0.626117069,0.294469357,0,0
2016,6,21,0.5,0.833055556,0.469467593,0.188679245,0.222705133,0.121407625,0.226944608,0.481791778,0.499252616,0,0
2016,6,21,0.541666667,0.965277778,0.206712963,0.150943396,0.174222555,0.102052786,0.220978197,0.321939231,0.220478326,0,0
2016,6,21,0.583333333,0.840277778,0.12,0.20754717,0.350992881,0.11026393,0.255616529,0.2012958,0.138266069,0,0
2016,6,21,0.625,0.907777778,0.083078704,0.08490566,0.353540652,0.104985338,0.264345168,0.135835567,0.108370703,0,0
2016,6,21,0.666666667,0.782222222,0.060656566,0.103773585,0.257754011,0.111810184,0.27276745,0.156389634,0.168161435,0,0
2016,6,21,0.708333333,0.641111111,0.034074074,0.245283019,0.145447733,0.090909091,0.269759134,0.263851653,0.218983558,0,0
2016,6,21,0.75,0.627777778,0.733657408,0.198113208,0.121693518,0.103225807,0.291138775,0.409070599,0.317638266,0,0
2016,6,21,0.791666667,0.643611111,0.578796296,0.056603774,0.344023979,0.08973607,0.29655274,0.557193923,0.286248132,0,0
2016,6,21,0.833333333,0,0.56030303,0.037735849,0.48934228,0.097733937,0.262642631,0.721626452,0.180119581,0,0
2016,6,21,0.875,0.084166667,0.55989899,0.08490566,0.484273987,0.082378033,0.252035678,0.809874888,0.414798206,0,0
2016,6,21,0.916666667,0,0.543217593,0.009433962,0.462270513,0.091495601,0.221088686,0.822386059,0.144245142,0,0
2016,6,21,0.958333333,0.1625,0.521893939,0.150943396,0.352825369,0.096454279,0.216357743,0.765303842,0.198804185,0,0
2016,6,21,1,0.456944444,0.374143519,0.150943396,0.203746722,0.106744868,0.217718769,0.621648794,0.816143498,0,0
2016,6,22,0.041666667,0.534166667,0.140984848,0.132075472,0.305494056,0.109890696,0.214911341,0.43230563,0.334828102,0,0
2016,6,22,0.083333333,0.150833333,0.0725,0.160377358,0.484600974,0.104985338,0.214569829,0.25681412,0.22122571,0,0
2016,6,22,0.125,0.271666667,0.05474537,0.160377358,0.579093293,0.096187684,0.2168901,0.138181412,0.121076233,0,0
2016,6,22,0.166666667,0.142222222,0.033472222,0.216981132,0.466766579,0.103812317,0.217442546,0.120420018,0.103886398,0,0
2016,6,22,0.208333333,0.085555556,0.014675926,0.216981132,0.32476583,0.099706745,0.228988657,0.191465594,0.26980568,0,0
2016,6,22,0.25,0.161666667,0.889143519,0.179245283,0.159685275,0.106744868,0.235120802,0.334226988,0.561285501,0,0
2016,6,22,0.291666667,0.121944444,0.716782408,0.264150943,0.085575122,0.09032258,0.238490719,0.493297587,0.464125561,0,0
2016,6,22,0.333333333,0.093888889,0.615740741,0.169811321,0.275833645,0.080938416,0.235176046,0.627457552,0.715994021,0,0
2016,6,22,0.375,0.5025,0.583680556,0.066037736,0.470738104,0.075659824,0.236501915,0.713248436,0.137518685,0,0
2016,6,22,0.416666667,0.968055556,0.539189815,0.141509434,0.486774073,0.069208211,0.237662051,0.739499553,0.121823617,0,0
2016,6,22,0.458333333,0.945555556,0.558333333,0.226415094,0.468415137,0.070381232,0.21020551,0.695375335,0.369207773,0,0
2016,6,22,0.5,0.713888889,0.518981481,0.122641509,0.360134882,0.080351906,0.215564231,0.556411975,0.270553064,0,0
2016,6,22,0.541666667,0.714444444,0.350069444,0.226415094,0.183664294,0.073900293,0.216669122,0.399575514,0.357249626,0,0
2016,6,22,0.583333333,0.831666667,0.147407407,0.216981132,0.286774073,0.082697947,0.210702711,0.273905273,0.404334828,0,0
2016,6,22,0.625,0.794166667,0.091515152,0.235849057,0.367866753,0.090695814,0.285965875,0.174262735,0.48206278,0,0
2016,6,22,0.666666667,0.846944444,0.080231481,0.377358491,0.366729112,0.107331378,0.273571008,0.142873101,0.171898356,0,0
2016,6,22,0.708333333,0.993333333,0.07337963,0.320754717,0.229449232,0.109677419,0.259815115,0.213136729,0.223467862,0,0
2016,6,22,0.75,0.001944444,0.303287037,0.339622642,0.073735481,0.098533724,0.279979375,0.326519214,0.33632287,0,0
2016,6,22,0.791666667,0.148333333,0.602222222,0.141509434,0.196777819,0.083870968,0.273791986,0.47419571,0.200298954,0,0
2016,6,22,0.833333333,0.042222222,0.56537037,0.188679245,0.426152117,0.064516129,0.272134649,0.646112601,0.661434978,0,0
2016,6,22,0.875,0.116111111,0.567878788,0.179245283,0.555148336,0.070861104,0.250107141,0.754244861,0.19058296,0,0
2016,6,22,0.916666667,0.162222222,0.542986111,0.150943396,0.493068565,0.09032258,0.234236888,0.824620196,0.198056801,0,0
2016,6,22,0.958333333,0.0725,0.539328704,0.113207547,0.475009367,0.076832845,0.214404096,0.817247542,0.059043348,0,0
2016,6,22,1,0,0.485763889,0,0.294492319,0.068035191,0.217663524,0.715482574,0.333333333,0,0
2016,6,23,0.041666667,0.201944444,0.279015151,0.08490566,0.165707279,0.069581445,0.220275084,0.539851888,0.228699552,0,0
2016,6,23,0.083333333,0.258333333,0.106041667,0.08490566,0.389059573,0.079178886,0.212581026,0.350201072,0.615844544,0,0
2016,6,23,0.125,0.486666667,0.061944444,0.169811321,0.524990633,0.079178886,0.206448881,0.205093834,0.332585949,0,0
2016,6,23,0.166666667,0.055277778,0.049652778,0.113207547,0.547845635,0.074486803,0.214901297,0.117180518,0.091180867,0,0
2016,6,23,0.208333333,0.211666667,0.025856481,0.122641509,0.40591982,0.075659824,0.223298468,0.13538874,0.248878924,0,0
2016,6,23,0.25,0.13,0.176388889,0.188679245,0.276957662,0.072140762,0.235618003,0.240393208,0.178624813,0,0
2016,6,23,0.291666667,0.389166667,0.920532407,0.103773585,0.101985762,0.069208211,0.243904685,0.370308311,0.282511211,0,0
2016,6,23,0.333333333,0.482222222,0.682430556,0.245283019,0.131884601,0.076832845,0.246114467,0.508824844,0.417040359,0,0
2016,6,23,0.375,0.472777778,0.602199074,0.273584906,0.30093668,0.081524926,0.240534767,0.615393208,0.387144993,0,0
2016,6,23,0.416666667,0.510555556,0.571365741,0.273584906,0.508055451,0.068621701,0.239264143,0.711349419,0.114349776,0,0
2016,6,23,0.458333333,0.566111111,0.546689815,0.424528302,0.515324091,0.075659824,0.22915439,0.69626899,0.092675635,0,0
2016,6,23,0.5,0.619722222,0.545717593,0.405660377,0.434095167,0.065102639,0.212304803,0.630808758,0.185351271,0,0
2016,6,23,0.541666667,0.656388889,0.503680556,0.188679245,0.258149119,0.076246334,0.225066294,0.51217605,0.402092676,0,0
2016,6,23,0.583333333,0.594166667,0.247916667,0.622641509,0.168227801,0.108504399,0.218492192,0.332551385,0.644245142,0,0
2016,6,23,0.625,0.618333333,0.113863636,0.481132075,0.371954085,0.138043189,0.244080463,0.19626899,0.322869955,0,0
2016,6,23,0.666666667,0.585833333,0.079421296,0.264150943,0.438441364,0.13372434,0.284122716,0.122319035,0.183856502,0,0
2016,6,23,0.708333333,0.660833333,0.093694444,0.160377358,0.388115399,0.148856305,0.296994697,0.120084897,0.225710015,0,0
2016,6,23,0.75,0.939444444,0.090069444,0.264150943,0.195578868,0.15483871,0.268930466,0.206949887,0.156203288,0,0
2016,6,23,0.791666667,0.012222222,0.452199074,0.273584906,0.043162233,0.144868035,0.257550088,0.359300887,0.38490284,0,0
2016,6,23,0.833333333,0.081944444,0.592569444,0.198113208,0.241888348,0.105571848,0.269814378,0.525357462,0.408071749,0,0
2016,6,23,0.875,0.015277778,0.574837963,0.29245283,0.459123267,0.098533724,0.277493371,0.663762288,0.644992526,0,0
2016,6,23,0.916666667,0.001666667,0.560833333,0.20754717,0.489171974,0.107331378,0.262024897,0.763516533,0.508221226,0,0
2016,6,23,0.958333333,0.997222222,0.543449074,0.056603774,0.465118022,0.096774194,0.243186505,0.805406613,0.19058296,0,0
2016,6,23,1,0.0775,0.528194444,0.08490566,0.399250656,0.080938416,0.225287272,0.760500447,0.202541106,0,0
2016,6,24,0.041666667,0,0.405162037,0.037735849,0.237242413,0.078005865,0.225673984,0.647090493,0.622571001,0,0
2016,6,24,0.083333333,0.105277778,0.184421296,0.122641509,0.254027726,0.100293255,0.223906158,0.469168901,0.60612855,0,0
2016,6,24,0.125,0.144166667,0.090277778,0.264150943,0.480104908,0.08914956,0.222138332,0.278485255,0.388639761,0,0
2016,6,24,0.166666667,0.218888889,0.060740741,0.08490566,0.568677407,0.100293255,0.230590748,0.160746202,0.493273543,0,0
2016,6,24,0.208333333,0.071666667,0.048310185,0.113207547,0.524466092,0.091495601,0.228215233,0.115840036,0.254110613,0,0
2016,6,24,0.25,0.197222222,0.09974537,0.179245283,0.357437242,0.08797654,0.231861373,0.174709562,0.265321375,0,0
2016,6,24,0.291666667,0.134166667,0.659837963,0.198113208,0.213263394,0.09032258,0.242799794,0.2987042,0.304185351,0,0
2016,6,24,0.333333333,0.064722222,0.802070707,0.301886792,0.101944889,0.118848307,0.248841538,0.46849866,0.441704036,0,0
2016,6,24,0.375,0.063611111,0.626237374,0.301886792,0.281378793,0.160437216,0.245466599,0.610254692,0.506726457,0,0
2016,6,24,0.416666667,0.074722222,0.592676768,0.330188679,0.485990667,0.088136497,0.242935394,0.718386952,0.237668161,0,0
2016,6,24,0.458333333,0.061111111,0.553634259,0.330188679,0.540127388,0.070381232,0.247164113,0.761058981,0.216741405,0,0
2016,6,24,0.5,0.046111111,0.551388889,0.556603774,0.512701386,0.096774194,0.221641131,0.749776586,0.338565022,0,0
2016,6,24,0.541666667,0.024166667,0.531597222,0.735849057,0.428475084,0.1542522,0.210039776,0.631478999,0.502242152,0,0
2016,6,24,0.583333333,0.065555556,0.414166667,0.377358491,0.235743724,0.135483871,0.222083088,0.480004468,0.396113602,0,0
2016,6,24,0.625,0.997777778,0.175833333,0.41509434,0.261146497,0.107917888,0.221088686,0.317359249,0.376681614,0,0
2016,6,24,0.666666667,0.001388889,0.088773148,0.41509434,0.345822405,0.123753665,0.226281673,0.20163092,0.517189836,0,0
2016,6,24,0.708333333,0.861111111,0.1,0.518867925,0.298463844,0.194988004,0.24414073,0.178284182,0.215994021,0,0
2016,6,24,0.75,0.843888889,0.105509259,0.566037736,0.210415886,0.253372434,0.246777401,0.192135836,0.208520179,0,0
2016,6,24,0.791666667,0.928055556,0.095046296,0.433962264,0.063094792,0.256891496,0.235286535,0.30730563,0.369207773,0,0
2016,6,24,0.833333333,0.906944444,0.650555556,0.245283019,0.095977383,0.188589709,0.237451117,0.4480563,0.509715994,0,0
2016,6,24,0.875,0.979444444,0.57525463,0.245283019,0.371824653,0.160117302,0.232690041,0.600871314,0.373692078,0,0
2016,6,24,0.916666667,0.978611111,0.580856481,0.169811321,0.517796928,0.171847508,0.234402622,0.702971403,0.206278027,0,0
2016,6,24,0.958333333,0.959722222,0.540763889,0.433962264,0.530760584,0.226392962,0.240148055,0.799932976,0.297458894,0,0
2016,6,24,1,0.996111111,0.544490741,0.29245283,0.489696515,0.217008797,0.216503388,0.802837355,0.104633782,0,0
2016,6,25,0.041666667,0.006944444,0.505625,0.396226415,0.352416635,0.168328446,0.21943135,0.734331737,0.713751868,0,0
2016,6,25,0.083333333,0.9475,0.355046296,0.094339623,0.153915324,0.182404692,0.222469799,0.580875782,0.564275037,0,0
2016,6,25,0.125,0.001666667,0.139606481,0.094339623,0.313825403,0.164222874,0.216227166,0.423145666,0.489536622,0,0
2016,6,25,0.166666667,0.693888889,0.080231481,0.132075472,0.474934432,0.231085044,0.205675457,0.260947274,0.389387145,0,0
2016,6,25,0.208333333,0,0.064375,0.028301887,0.512851255,0.309677419,0.210315999,0.163985702,0.311659193,0,0
2016,6,25,0.25,0.9525,0.039930556,0.358490566,0.417684526,0.295014663,0.214901297,0.157059875,0.326606876,0,0
2016,6,25,0.291666667,0.0575,0.01625,0.216981132,0.297564631,0.271554252,0.226392163,0.219615728,0.177130045,0,0
2016,6,25,0.333333333,0.986666667,0.891944444,0.132075472,0.133083552,0.258064516,0.235838981,0.332774799,1,0,0
2016,6,25,0.375,0.719166667,0.692523148,0.311320755,0.084750843,0.237536657,0.23655716,0.476094727,0.338565022,0,0
2016,6,25,0.416666667,0.686944444,0.614791667,0.29245283,0.322892469,0.218768328,0.231861373,0.585455764,0.257100149,0,0
2016,6,25,0.458333333,0.797222222,0.579699074,0.283018868,0.496065942,0.252199413,0.243020772,0.673274413,0.401345291,0,0
2016,6,25,0.5,0.734444444,0.545833333,0.386792453,0.449756463,0.255131965,0.252301856,0.731233244,0.171150972,0,0
2016,6,25,0.541666667,0.698888889,0.550023148,0.481132075,0.487148745,0.247507332,0.227718032,0.676720286,0.19058296,0,0
2016,6,25,0.583333333,0.696388889,0.504074074,0.471698113,0.376920195,0.251026393,0.227994255,0.58489723,0.130792227,0,0
2016,6,25,0.625,0.662222222,0.341994949,0.490566038,0.188187609,0.287763263,0.230882038,0.445487042,0.444693572,0,0
2016,6,25,0.666666667,0.679444444,0.171527778,0.5,0.295841139,0.314369502,0.249152917,0.313896336,0.501494768,0,0
2016,6,25,0.708333333,0.701388889,0.116597222,0.41509434,0.406144623,0.317888563,0.273571008,0.210902592,0.331091181,0,0
2016,6,25,0.75,0.734722222,0.101296296,0.41509434,0.351892094,0.346627566,0.275725545,0.196492404,0.200298954,0,0
2016,6,25,0.791666667,0.8075,0.092685185,0.396226415,0.177219933,0.346627566,0.258378757,0.238047364,0.475336323,0,0
