hour,wind_speed,current_speed,dif_tide_height,drowning,prediction,cluster,p(s|pred),p(drowning),p(~drowning),p(pred|drowning),p(pred|~drowning),p(drowning|pred),p(drowning|pred)*p(s|pred)
0.04166666666666666,0.339622641509434,0.4317721991978748,0.029787234042553193,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.28081048867699643,0.0,0.0
0.08333333333333333,0.2641509433962264,0.3820906705504948,0.05531914893617021,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.28081048867699643,0.0,0.0
0.125,0.5283018867924528,0.21251405017470532,0.08085106382978724,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.28081048867699643,0.0,0.0
0.16666666666666666,0.339622641509434,0.06481828398787068,0.09361702127659577,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.28081048867699643,0.0,0.0
0.20833333333333331,0.4150943396226416,0.09921318846303323,0.09787234042553193,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.28081048867699643,0.0,0.0
0.25,0.3679245283018868,0.25297864364315964,0.07659574468085106,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.28081048867699643,0.0,0.0
0.2916666666666667,0.4339622641509434,0.3689771449193954,0.03404255319148936,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.28081048867699643,0.0,0.0
0.3333333333333333,0.2358490566037736,0.3354814536593971,0.05531914893617021,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.28081048867699643,0.0,0.0
0.375,0.4622641509433963,0.3229674034271421,0.07659574468085106,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.28081048867699643,0.0,0.0
0.4166666666666667,0.4622641509433963,0.19617834389265185,0.08085106382978724,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.28081048867699643,0.0,0.0
0.4583333333333333,0.5094339622641509,0.16710378417121774,0.07659574468085106,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.28081048867699643,0.02564102564102564,0.02564102564102564
0.5,0.5,0.31764705870039,0.046808510638297884,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.28081048867699643,0.02564102564102564,0.02564102564102564
0.5416666666666666,0.3962264150943397,0.3279880103645506,0.06382978723404256,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.28081048867699643,0.02564102564102564,0.02564102564102564
0.5833333333333334,0.2075471698113208,0.2947920568938958,0.05531914893617021,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.28081048867699643,0.02564102564102564,0.02564102564102564
0.625,0.15094339622641512,0.20232296731529525,0.0723404255319149,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.28081048867699643,0.02564102564102564,0.02564102564102564
0.6666666666666666,0.14150943396226418,0.0377669539038907,0.0723404255319149,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.28081048867699643,0.0,0.0
