hour,wave_height,tide_height,drowning,prediction,cluster,p(s|pred),p(drowning),p(~drowning),p(pred|drowning),p(pred|~drowning),p(drowning|pred),p(drowning|pred)*p(s|pred)
0.04166666666666666,0.35425219926199464,0.21418054758713134,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.08333333333333333,0.3431085044793217,0.2436327077747989,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.125,0.38240469193722093,0.2906613047587131,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.16666666666666666,0.3618768331640767,0.4057193922922251,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.20833333333333331,0.29853372464481737,0.5089365504691689,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.25,0.2914956014760108,0.6185210006702411,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.2916666666666667,0.2697947212363155,0.6744861481233243,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.3333333333333333,0.2692082112068524,0.6557193920911526,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.375,0.25043988252209737,0.5802055408847184,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.4166666666666667,0.30557184781362395,0.4798927613941018,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.4583333333333333,0.34780058682646353,0.3418230563002681,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.029608404966571158,0.029608404966571158
0.5,0.34134897368712,0.2376005361930295,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.029608404966571158,0.029608404966571158
0.5416666666666666,0.33431085051831344,0.1880026809651474,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.029608404966571158,0.029608404966571158
0.5833333333333334,0.33137829896337323,0.19593386950402145,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.029608404966571158,0.029608404966571158
0.625,0.2844574783072041,0.25379803398123324,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.029608404966571158,0.029608404966571158
0.6666666666666666,0.2404692085021629,0.3638274185656836,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.029608404966571158,0.029608404966571158
0.7083333333333334,0.20703812345033154,0.4805630026809651,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.029608404966571158,0.029608404966571158
0.75,0.1888563047950396,0.605786416219839,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.029608404966571158,0.029608404966571158
0.7916666666666666,0.181818181626233,0.6960455764075066,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.8333333333333334,0.15073313809987873,0.7294459336461123,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.875,0.1348973609700639,0.7047587131367291,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.9166666666666666,0.1677419352886198,0.5864611260053618,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.9583333333333334,0.1782991200418297,0.4573279713806969,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
1.0,0.19706744872658472,0.3113270777479893,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.04166666666666666,0.21759530820354145,0.1869313936327078,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.08333333333333333,0.22111436978794471,0.17426273458445046,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.125,0.20762463347979465,0.20933869524128687,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.16666666666666666,0.2234604106096095,0.302725647922252,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.20833333333333331,0.21935483899574307,0.4381143878686327,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.25,0.2434017593532907,0.5536193029490616,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.2916666666666667,0.2627565980675089,0.6290214477211795,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.3333333333333333,0.259824047216381,0.6649910636729222,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.375,0.12961876859345894,0.6301385167560322,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.4166666666666667,0.2498533724926342,0.5250223413538874,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.0,0.0
0.4583333333333333,0.26392961883024746,0.4072832886729222,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.029608404966571158,0.029608404966571158
0.5,0.252199413314299,0.271112600536193,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.029608404966571158,0.029608404966571158
0.5416666666666666,0.2134897358858627,0.17147006253351202,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.029608404966571158,0.029608404966571158
0.5833333333333334,0.1847507331811732,0.136617515616622,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.029608404966571158,0.029608404966571158
0.625,0.16129032285308864,0.15113941018766755,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.029608404966571158,0.029608404966571158
0.6666666666666666,0.13958944261339346,0.2583780160857909,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.029608404966571158,0.029608404966571158
0.7083333333333334,0.10733137832430062,0.39488382486595175,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.029608404966571158,0.029608404966571158
0.75,0.0991202343927555,0.5341823056300268,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.24219308700834327,0.029608404966571158,0.029608404966571158
