hour,dif_tide_height,tide_variation,drowning,prediction,cluster,p(s|pred),p(drowning),p(~drowning),p(pred|drowning),p(pred|~drowning),p(drowning|pred),p(drowning|pred)*p(s|pred)
0.04166666666666666,0.029787234042553193,0.07025411061285501,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.08333333333333333,0.05531914893617021,0.1210762331838565,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.125,0.08085106382978724,0.4775784753363229,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.16666666666666666,0.09361702127659577,0.2473841554559044,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.20833333333333331,0.09787234042553193,0.21001494768310916,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.25,0.07659574468085106,0.2929745889387145,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.2916666666666667,0.03404255319148936,0.1681614349775785,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.3333333333333333,0.05531914893617021,0.2488789237668161,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.375,0.07659574468085106,0.26681614349775784,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.4166666666666667,0.08085106382978724,0.3236173393124066,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.4583333333333333,0.07659574468085106,0.4910313901345292,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.5,0.046808510638297884,0.21674140508221226,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.024819855884707764,0.024819855884707764
0.5416666666666666,0.06382978723404256,0.2884902840059791,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.024819855884707764,0.024819855884707764
0.5833333333333334,0.05531914893617021,0.16068759342301944,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.024819855884707764,0.024819855884707764
0.625,0.0723404255319149,0.4521674140508222,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.024819855884707764,0.024819855884707764
0.6666666666666666,0.0723404255319149,0.1883408071748879,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.024819855884707764,0.024819855884707764
0.7083333333333334,0.08936170212765958,0.43273542600896864,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.024819855884707764,0.024819855884707764
0.75,0.06382978723404256,0.3034379671150972,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.024819855884707764,0.024819855884707764
0.7916666666666666,0.05106382978723405,0.1195814648729447,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.8333333333333334,0.025531914893617023,0.04708520179372197,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.875,0.042553191489361715,0.12257100149476832,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.9166666666666666,0.0851063829787234,0.20104633781763828,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.9583333333333334,0.08936170212765958,0.3071748878923767,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
1.0,0.1148936170212766,0.4917787742899851,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.04166666666666666,0.046808510638297884,0.234678624813154,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.08333333333333333,0.017021276595744685,0.032137518684603884,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.125,0.05106382978723405,0.14125560538116594,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.16666666666666666,0.0851063829787234,0.15769805680119586,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.20833333333333331,0.11914893617021274,0.5642750373692077,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.25,0.059574468085106386,0.20553064275037367,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.2916666666666667,0.05531914893617021,0.10014947683109117,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.3333333333333333,0.017021276595744685,0.04783258594917787,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.375,0.06382978723404256,0.16143497757847536,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.4166666666666667,0.09361702127659577,0.4446935724962631,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.0,0.0
0.4583333333333333,0.06808510638297872,0.36696562032884905,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.024819855884707764,0.024819855884707764
0.5,0.08085106382978724,0.3587443946188341,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.024819855884707764,0.024819855884707764
0.5416666666666666,0.05106382978723405,0.11509715994020925,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.024819855884707764,0.024819855884707764
0.5833333333333334,0.029787234042553193,0.0687593423019432,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.024819855884707764,0.024819855884707764
0.625,0.05106382978723405,0.19880418535127056,0,1,1,1.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.2903456495828367,0.024819855884707764,0.024819855884707764
