,hour,dif_tide_height,current_dir,water_temp,current_speed,wind_dir,cluster
43,0.8333333333333334,0.021276595744680854,0.5721296297222221,0.2618591633063816,0.4547770698990408,0.6775,6
90,0.7916666666666666,0.08936170212765958,0.5787962963888889,0.29655273999603793,0.3440239789471819,0.6436111111111111,6
298,0.6666666666666666,0.03829787234042553,0.07168981480555556,0.3435658516038793,0.4454852003177399,0.0,16
348,0.75,0.03404255319148936,0.1018981481388889,0.39378314684554616,0.32184338694190723,0.03583333333333333,16
349,0.7916666666666666,0.05106382978723405,0.07516203702777778,0.3767678254645752,0.2209067065678184,0.01888888888888889,16
369,0.625,0.05531914893617021,0.4976157408333333,0.3522944906017369,0.2420382164902334,0.8877777777777779,13
371,0.7083333333333334,0.0723404255319149,0.16479166666666667,0.4096935770211236,0.27703259642718525,0.9130555555555556,29
396,0.75,0.03829787234042553,0.15761574074999998,0.4274270773209865,0.2811539901764059,0.8022222222222223,29
468,0.75,0.021276595744680854,0.5019675925,0.4493039188124055,0.25380292233905105,0.8380555555555556,13
491,0.7083333333333334,0.046808510638297884,0.5533333333333333,0.4691919565318776,0.3282877481538941,0.9980555555555556,13
493,0.7916666666666666,0.029787234042553193,0.5348148147222223,0.4384759873861155,0.1814911951822237,0.12027777777777778,23
534,0.5,0.042553191489361715,0.10629629630555557,0.4061026811007966,0.32221805913362594,0.8105555555555556,31
538,0.6666666666666666,0.06382978723404256,0.6293287036111112,0.4243333823436459,0.04443611838594815,0.6583333333333333,12
539,0.7083333333333334,0.06808510638297872,0.5802777777777778,0.4276480552968913,0.19160734354933728,0.6547222222222222,6
540,0.75,0.05106382978723405,0.5728009258333334,0.4242781380154033,0.28250280995868776,0.6583333333333333,6
559,0.5416666666666666,0.042553191489361715,0.08608796297222222,0.4289739244781894,0.328962158045035,0.7105555555555556,31
560,0.5833333333333334,0.025531914893617023,0.04826388888888889,0.4504640543460414,0.2780816784201236,0.74,31
561,0.625,0.046808510638297884,0.13131944444444446,0.4854890983310223,0.16230798044093486,0.7780555555555556,31
562,0.6666666666666666,0.07659574468085106,0.3219444444444445,0.4842184741409013,0.0787560884317591,0.7930555555555555,18
585,0.625,0.046808510638297884,0.03893518519444445,0.4706283150325956,0.274934432261466,0.6969444444444445,31
610,0.6666666666666666,0.05531914893617021,0.044583333333333336,0.5345462580390534,0.2917946795399887,0.7274999999999999,31
611,0.7083333333333334,0.0851063829787234,0.2817129630555556,0.5380819096311379,0.15968527536866775,0.8122222222222222,2
612,0.75,0.08936170212765958,0.6781481480555556,0.5700685036299558,0.06878980889637235,0.065,19
635,0.7083333333333334,0.07659574468085106,0.20477272727777776,0.5275151339945539,0.2866923259409338,0.6775,14
653,0.4583333333333333,0.03829787234042553,0.5623379630555555,0.4482542725981893,0.4884975644560861,0.4908333333333333,26
657,0.625,0.07659574468085106,0.09992424241666667,0.4756254350988879,0.4365339417217237,0.6344444444444445,3
658,0.6666666666666666,0.017021276595744685,0.07835648147222221,0.5448217441941139,0.4637692017809195,0.6569444444444444,3
659,0.7083333333333334,0.05106382978723405,0.12300925925,0.5679692105385887,0.3826901460392605,0.6533333333333333,3
660,0.75,0.09361702127659577,0.17819444444444446,0.5573070127599609,0.15339078305135265,0.5569444444444445,14
680,0.625,0.08936170212765958,0.14093434344444444,0.4511571226285085,0.3491467692341286,0.525,25
681,0.6666666666666666,0.05106382978723405,0.0875,0.503885533221534,0.4668415135372019,0.5513888888888889,3
682,0.7083333333333334,0.004255319148936171,0.09745370369444444,0.5591853272124887,0.468040464424812,0.4994444444444445,3
683,0.75,0.0723404255319149,0.13636574075000002,0.5651517385283302,0.2472836267246889,0.5244444444444445,14
701,0.5,0.025531914893617023,0.5459027777777778,0.503940778212711,0.4328212812807344,0.5180555555555556,26
704,0.625,0.09787234042553193,0.22133838383333326,0.474118765755486,0.2625770631831538,0.5336111111111111,25
705,0.6666666666666666,0.07659574468085106,0.12472222222222222,0.5015652621542621,0.4217309852331365,0.5433333333333333,3
706,0.7083333333333334,0.029787234042553193,0.0901388888888889,0.5476502653351947,0.5110378417366359,0.5388888888888889,3
725,0.5,0.025531914893617023,0.551875,0.5392420451647741,0.4221805918272303,0.5449999999999999,26
729,0.6666666666666666,0.0851063829787234,0.17300925925000002,0.5030568649832226,0.28160359677049984,0.5697222222222222,25
733,0.8333333333333334,0.059574468085106386,0.12156565655555555,0.5383631543277443,0.1850812356757041,0.5494444444444445,14
774,0.5833333333333334,0.017021276595744685,0.5656944444444445,0.5685216558098181,0.19408017981685394,0.5325,10
775,0.625,0.017021276595744685,0.5142592591666667,0.5503461995581458,0.2139378043593624,0.5527777777777778,10
776,0.6666666666666666,0.05106382978723405,0.4652314813888889,0.5434958750128156,0.15766204569524506,0.5533333333333333,10
777,0.7083333333333334,0.046808510638297884,0.2746527777777778,0.5534298497505687,0.1637317347155132,0.5566666666666666,14
779,0.7916666666666666,0.03404255319148936,0.11150462963888888,0.5576937243835279,0.39932559002073614,0.6447222222222222,3
796,0.5,0.05106382978723405,0.5142824075,0.5810621687039077,0.11412514047050835,0.6441666666666667,21
801,0.7083333333333334,0.042553191489361715,0.4797685186111111,0.5915586328348732,0.1839640314497404,0.6105555555555556,10
822,0.5833333333333334,0.06382978723404256,0.471643518611111,0.6094578667823979,0.10168602473054987,0.5155555555555555,21
823,0.625,0.03829787234042553,0.5399305555555556,0.6097893340777225,0.1706257024316727,0.5102777777777777,10
824,0.6666666666666666,0.03829787234042553,0.5603935186111111,0.61133618189786,0.237991757143388,0.5197222222222222,10
825,0.7083333333333334,0.021276595744680854,0.5439583333333333,0.6237662054725301,0.15301611085963393,0.5291666666666667,10
826,0.75,0.029787234042553193,0.4540046297222222,0.6217221567094056,0.1282877481844674,0.5533333333333333,10
843,0.4583333333333333,0.01276595744680851,0.11067129630555557,0.601778874661691,0.2867740726025801,0.5591666666666667,27
846,0.5833333333333334,0.05106382978723405,0.4793518519444444,0.6519961699033578,0.07560884227310155,0.5733333333333334,21
847,0.625,0.0723404255319149,0.5647222222222222,0.6452010903492051,0.17452229297376767,0.6097222222222223,10
848,0.6666666666666666,0.06808510638297872,0.5641435186111111,0.6452010903492051,0.26908954653824485,0.6422222222222221,4
849,0.7083333333333334,0.05531914893617021,0.5668287036111112,0.6562500004143343,0.3208692393513441,0.6308333333333334,4
850,0.75,0.021276595744680854,0.5571064813888891,0.6555870658236853,0.3292618957444572,0.6813888888888889,4
851,0.7916666666666666,0.017021276595744685,0.5191435186111111,0.6259759872203821,0.23626826516938745,0.6652777777777777,4
867,0.4583333333333333,0.0723404255319149,0.14240740741666666,0.6295668831407093,0.2803297113905933,0.6733333333333333,27
872,0.6666666666666666,0.08085106382978724,0.3187268519444445,0.7495580440481906,0.03499437990997546,0.7899999999999999,2
873,0.7083333333333334,0.0851063829787234,0.5442824075,0.7434258990846867,0.2130385911711745,0.8002777777777779,4
874,0.75,0.05106382978723405,0.5528472222222223,0.7051414264747031,0.3881603595707629,0.8283333333333333,20
892,0.5,0.0723404255319149,0.12518518519444444,0.6138221866127942,0.30228550009882105,0.9969444444444444,32
894,0.5833333333333334,0.021276595744680854,0.06673611111111111,0.6344284032511576,0.2728362681856681,0.7563888888888889,11
895,0.625,0.07659574468085106,0.12995370369444445,0.6516094582797907,0.14185088040966073,0.8341666666666667,7
897,0.7083333333333334,0.0851063829787234,0.5931481480555556,0.67188420762283,0.209441738418423,0.8555555555555555,20
898,0.75,0.09787234042553193,0.563125,0.6563604890708195,0.3730236042662408,0.8333333333333334,20
918,0.5833333333333334,0.025531914893617023,0.05993055555555556,0.6108389809548733,0.32716373166865925,0.8752777777777778,11
921,0.7083333333333334,0.1021276595744681,0.4812962963888889,0.6382402771473898,0.08857249900952917,0.8197222222222222,2
922,0.75,0.08936170212765958,0.5696527777777778,0.6381850328191474,0.3132259272517472,0.9711111111111111,20
943,0.625,0.017021276595744685,0.058171296305555564,0.6432675309055003,0.3246159609088461,0.7269444444444444,11
944,0.6666666666666666,0.06382978723404256,0.042847222222222224,0.6607248089012157,0.27223679269690243,0.7172222222222222,11
964,0.5,0.10638297872340426,0.4871990741666667,0.5987956690037703,0.28812289238486194,0.7694444444444445,4
965,0.5416666666666666,0.1021276595744681,0.2506018518611111,0.5965858872559182,0.1958786061932297,0.6797222222222222,27
969,0.7083333333333334,0.08085106382978724,0.07770833333333334,0.6653101060445819,0.17819408012889434,0.8261111111111109,7
970,0.75,0.09361702127659577,0.4553703702777778,0.6681828230460174,0.059722742585141986,0.950277777777778,2
988,0.5,0.07659574468085106,0.5298842591666667,0.599955804537406,0.4437617083437394,0.6325,26
990,0.5833333333333334,0.09787234042553193,0.1626388888888889,0.5980774900848786,0.2654926937854933,0.6261111111111112,27
991,0.625,0.05531914893617021,0.09101851852777776,0.6292906601736272,0.41333832884002336,0.6266666666666667,3
992,0.6666666666666666,0.029787234042553193,0.08203703702777779,0.6948106953284652,0.439040839105753,0.6786111111111112,28
