,hour,tide_variation,current_dir,wind_dir,current_speed,cluster
43,0.8333333333333334,0.06576980568011959,0.5721296297222221,0.6775,0.4547770698990408,2
90,0.7916666666666666,0.2862481315396114,0.5787962963888889,0.6436111111111111,0.3440239789471819,2
298,0.6666666666666666,0.1360239162929746,0.07168981480555556,0.0,0.4454852003177399,4
348,0.75,0.06726457399103139,0.1018981481388889,0.03583333333333333,0.32184338694190723,4
349,0.7916666666666666,0.2040358744394619,0.07516203702777778,0.01888888888888889,0.2209067065678184,4
369,0.625,0.1883408071748879,0.4976157408333333,0.8877777777777779,0.2420382164902334,2
371,0.7083333333333334,0.3512705530642751,0.16479166666666667,0.9130555555555556,0.27703259642718525,1
396,0.75,0.1973094170403588,0.15761574074999998,0.8022222222222223,0.2811539901764059,3
468,0.75,0.05680119581464872,0.5019675925,0.8380555555555556,0.25380292233905105,2
491,0.7083333333333334,0.09267563527653214,0.5533333333333333,0.9980555555555556,0.3282877481538941,2
493,0.7916666666666666,0.08295964125560537,0.5348148147222223,0.12027777777777778,0.1814911951822237,5
534,0.5,0.1180866965620329,0.10629629630555557,0.8105555555555556,0.32221805913362594,3
538,0.6666666666666666,0.37518684603886404,0.6293287036111112,0.6583333333333333,0.04443611838594815,7
539,0.7083333333333334,0.31689088191330345,0.5802777777777778,0.6547222222222222,0.19160734354933728,7
540,0.75,0.2877428998505232,0.5728009258333334,0.6583333333333333,0.28250280995868776,7
559,0.5416666666666666,0.10762331838565024,0.08608796297222222,0.7105555555555556,0.328962158045035,3
560,0.5833333333333334,0.07922272047832586,0.04826388888888889,0.74,0.2780816784201236,3
561,0.625,0.2443946188340808,0.13131944444444446,0.7780555555555556,0.16230798044093486,3
562,0.6666666666666666,0.3617339312406577,0.3219444444444445,0.7930555555555555,0.0787560884317591,1
585,0.625,0.33482810164424515,0.03893518519444445,0.6969444444444445,0.274934432261466,3
610,0.6666666666666666,0.16292974588938716,0.044583333333333336,0.7274999999999999,0.2917946795399887,3
611,0.7083333333333334,0.32810164424514204,0.2817129630555556,0.8122222222222222,0.15968527536866775,1
612,0.75,0.31988041853512705,0.6781481480555556,0.065,0.06878980889637235,5
635,0.7083333333333334,0.2219730941704036,0.20477272727777776,0.6775,0.2866923259409338,3
653,0.4583333333333333,0.06427503736920777,0.5623379630555555,0.4908333333333333,0.4884975644560861,6
657,0.625,0.22571001494768314,0.09992424241666667,0.6344444444444445,0.4365339417217237,3
658,0.6666666666666666,0.03736920777279522,0.07835648147222221,0.6569444444444444,0.4637692017809195,3
659,0.7083333333333334,0.2309417040358745,0.12300925925,0.6533333333333333,0.3826901460392605,3
660,0.75,0.3236173393124066,0.17819444444444446,0.5569444444444445,0.15339078305135265,1
680,0.625,0.5994020926756353,0.14093434344444444,0.525,0.3491467692341286,1
681,0.6666666666666666,0.1696562032884903,0.0875,0.5513888888888889,0.4668415135372019,3
682,0.7083333333333334,0.021674140508221227,0.09745370369444444,0.4994444444444445,0.468040464424812,3
683,0.75,0.17189835575485798,0.13636574075000002,0.5244444444444445,0.2472836267246889,3
701,0.5,0.08221225710014947,0.5459027777777778,0.5180555555555556,0.4328212812807344,6
704,0.625,0.35276532137518685,0.22133838383333326,0.5336111111111111,0.2625770631831538,1
