hour,pred,drifting
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0.003985042,0
0.5,0.016294561,0
0.541666667,0.004059878,0
0.583333333,0.036028968,0
0.625,0.014431667,0
0.666666667,0.023446567,0
0.708333333,0.022951605,0
0.75,0.077229404,0
0.791666667,0.014756187,0
0.833333333,0.016679841,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0,0
0.5,0.011183078,0
0.541666667,0.034567719,0
0.583333333,0.073580773,0
0.625,0.089637596,0
0.666666667,0.061006071,0
0.708333333,0.070187235,0
0.75,0.085801167,0
0.791666667,0.167420113,0
0.833333333,0.519188578,1
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0.025503258,0
0.458333333,0.003573364,0
0.5,0.003573364,0
0.541666667,0.075842717,0
0.583333333,0.036934741,0
0.625,0.144149145,0
0.666666667,0.0069533,0
0.708333333,0.006291637,0
0.75,0.04391514,0
0.791666667,0.019929216,0
0.833333333,0.053689897,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0.015438664,0
0.458333333,0.020289375,0
0.5,0.017984849,0
0.541666667,0.019746752,0
0.583333333,0.111176935,0
0.625,0.110899376,0
0.666666667,0.143425102,0
0.708333333,0.03924084,0
0.75,0.024946986,0
0.791666667,0.519188578,1
0.833333333,0.00335176,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0.019265009,0
0.458333333,0.010688812,0
0.5,0.013522112,0
0.541666667,0.002807643,0
0.583333333,0.017207413,0
0.625,0.055045095,0
0.666666667,0.079825529,0
0.708333333,0.037336383,0
0.75,0.060657654,0
0.791666667,0.121408366,0
0.833333333,0,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0.015205054,0
0.458333333,0.004871854,0
0.5,0.024972955,0
0.541666667,0.044006862,0
0.583333333,0.003294301,0
0.625,0.037411051,0
0.666666667,0.100124574,0
0.708333333,0.155699871,0
0.75,0.052920475,0
0.791666667,0.031415505,0
0.833333333,0,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0,0
0.5,0,0
0.541666667,0.003281799,0
0.583333333,0.009605802,0
0.625,0,0
0.666666667,0.010168688,0
0.708333333,0.026240845,0
0.75,0.017817905,0
0.791666667,0.004157472,0
0.833333333,0,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0,0
0.5,0.007152027,0
0.541666667,0.00335176,0
0.583333333,0.029076472,0
0.625,0.003985042,0
0.666666667,0.008142514,0
0.708333333,0,0
0.75,0,0
0.791666667,0.004059878,0
0.833333333,0.002745251,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0.002359493,0
0.5,0.012876674,0
0.541666667,0.066598361,0
0.583333333,0.141376891,0
0.625,0.060608915,0
0.666666667,0.011369306,0
0.708333333,0.040048173,0
0.75,0.070774475,0
0.791666667,0.030151021,0
0.833333333,0.002844586,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0.005180876,0
0.5,0.082433857,0
0.541666667,0.048085356,0
0.583333333,0.224108602,0
0.625,0.18665367,0
0.666666667,0.088956354,0
0.708333333,0.120325877,0
0.75,0.047410356,0
0.791666667,0.043515687,0
0.833333333,0.026141183,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0,0
0.5,0.019646734,0
0.541666667,0.023973298,0
0.583333333,0.078555854,0
0.625,0.16349731,0
0.666666667,0.295316416,0
