hour,pred,drifting
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0.000208413,0
0.5,0.001521051,0
0.541666667,0.00035151,0
0.583333333,0.002977162,0
0.625,0.000630372,0
0.666666667,0.001258488,0
0.708333333,0.000404784,0
0.75,0.00339114,0
0.791666667,0.000107379,0
0.833333333,0.000566364,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0,0
0.5,0.000740503,0
0.541666667,0.003328658,0
0.583333333,0.007310241,0
0.625,0.006570457,0
0.666666667,0.002298731,0
0.708333333,0.002485722,0
0.75,0.004856889,0
0.791666667,0.007507626,0
0.833333333,0.023597717,1
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0.00175495,0
0.458333333,0.000492256,0
0.5,0.000492256,0
0.541666667,0.004839003,0
0.583333333,0.002327622,0
0.625,0.010416147,0
0.666666667,0.000580979,0
0.708333333,0,0
0.75,0.001300496,0
0.791666667,0.000468862,0
0.833333333,0.00215146,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0.000351697,0
0.458333333,0.00100705,0
0.5,0.000370989,0
0.541666667,0.000781257,0
0.583333333,0.008289393,0
0.625,0.007204703,0
0.666666667,0.011356242,0
0.708333333,0.001249159,0
0.75,0.001249159,0
0.791666667,0.021350631,1
0.833333333,0,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0.000579868,0
0.458333333,0.000836262,0
0.5,0.000649759,0
0.541666667,0,0
0.583333333,0.000417695,0
0.625,0.003122751,0
0.666666667,0.005854089,0
0.708333333,0.001250582,0
0.75,0.001226763,0
0.791666667,0.005205307,0
0.833333333,0,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0.001229683,0
0.458333333,0.000428302,0
0.5,0.001123705,0
0.541666667,0.001953689,0
0.583333333,0,0
0.625,0.002913617,0
0.666666667,0.005499168,0
0.708333333,0.009472572,0
0.75,0.003255282,0
0.791666667,0.001800605,0
0.833333333,0,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0,0
0.5,0,0
0.541666667,0,0
0.583333333,0.000733951,0
0.625,0,0
0.666666667,0.000229184,0
0.708333333,0.001959078,0
0.75,0.001386932,0
0.791666667,0.000170129,0
0.833333333,0,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0,0
0.5,0.001027025,0
0.541666667,0,0
0.583333333,0.001689593,0
0.625,0.000208413,0
0.666666667,0.000350187,0
0.708333333,0,0
0.75,0,0
0.791666667,0.000554305,0
0.833333333,0,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0,0
0.5,0.000930449,0
0.541666667,0.002939525,0
0.583333333,0.008575949,0
0.625,0.002571812,0
0.666666667,0.000703918,0
0.708333333,0.004084941,0
0.75,0.005113931,0
0.791666667,0.002273415,0
0.833333333,0,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0,0
0.5,0.010082224,0
0.541666667,0.001638969,0
0.583333333,0.017525047,0
0.625,0.00944527,0
0.666666667,0.003863539,0
0.708333333,0.004049274,0
0.75,0.002868461,0
0.791666667,0.001945304,0
0.833333333,0.002810813,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0,0
0.5,0.001160461,0
0.541666667,8.31001E-05,0
0.583333333,0.004213346,0
0.625,0.008480422,0
0.666666667,0.02273347,0
0.708333333,0.006821451,0
0.75,0.003047431,0
