hour,pred,drifting
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0.000146914,0
0.5,0.001072217,0
0.541666667,0.000247786,0
0.583333333,0.003097199,0
0.625,0.000966664,0
0.666666667,0.001203885,0
0.708333333,0.001461315,0
0.75,0.003612958,0
0.791666667,0.001231111,0
0.833333333,0.001457147,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0,0
0.5,0.000658995,0
0.541666667,0.002610687,0
0.583333333,0.00639774,0
0.625,0.007137316,0
0.666666667,0.003887502,0
0.708333333,0.004727268,0
0.75,0.007518888,0
0.791666667,0.010274616,0
0.833333333,0.026558747,1
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0.002090206,0
0.458333333,0.000347,0
0.5,0.000347,0
0.541666667,0.005925659,0
0.583333333,0.003567472,0
0.625,0.011309411,0
0.666666667,0.000832224,0
0.708333333,0.000454736,0
0.75,0.002724981,0
0.791666667,0.000929456,0
0.833333333,0.003291829,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0.001294111,0
0.458333333,0.001782917,0
0.5,0.000954135,0
0.541666667,0.001790341,0
0.583333333,0.009784035,0
0.625,0.00888761,0
0.666666667,0.012688324,0
0.708333333,0.002583544,0
0.75,0.001524446,0
0.791666667,0.023535892,1
0.833333333,0.000649566,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0.001454953,0
0.458333333,0.000787148,0
0.5,0.001362414,0
0.541666667,0.000173199,0
0.583333333,0.000772552,0
0.625,0.004646959,0
0.666666667,0.006339194,0
0.708333333,0.002345331,0
0.75,0.002189894,0
0.791666667,0.006106525,0
0.833333333,0,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0.0015434,0
0.458333333,0.000301918,0
0.5,0.002227462,0
0.541666667,0.00299715,0
0.583333333,0.00020707,0
0.625,0.00301527,0
0.666666667,0.00685866,0
0.708333333,0.011019718,0
0.75,0.00478532,0
0.791666667,0.001729424,0
0.833333333,0,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0,0
0.5,0,0
0.541666667,8.71825E-05,0
0.583333333,0.000578536,0
0.625,0,0
0.666666667,0.000514635,0
0.708333333,0.002497866,0
0.75,0.001467078,0
0.791666667,0.000119927,0
0.833333333,0,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0,0
0.5,0.001115715,0
0.541666667,0.000649566,0
0.583333333,0.003282513,0
0.625,0.000146914,0
0.666666667,0.000246853,0
0.708333333,0,0
0.75,0,0
0.791666667,0.000390739,0
0.833333333,0.000422682,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0.000328333,0
0.5,0.00127553,0
0.541666667,0.005084836,0
0.583333333,0.011143344,0
0.625,0.005008509,0
0.666666667,0.000658115,0
0.708333333,0.003713901,0
0.75,0.006077464,0
0.791666667,0.003025449,0
0.833333333,0.000252644,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0.000515261,0
0.5,0.00932351,0
0.541666667,0.005907305,0
0.583333333,0.022270342,0
0.625,0.013920574,0
0.666666667,0.005813677,0
0.708333333,0.006833246,0
0.75,0.003975668,0
0.791666667,0.003501741,0
0.833333333,0.00297201,0
0.875,0,0
0.916666667,0,0
0.958333333,0,0
1,0,0
0.041666667,0,0
0.083333333,0,0
0.125,0,0
0.166666667,0,0
0.208333333,0,0
0.25,0,0
0.291666667,0,0
0.333333333,0,0
0.375,0,0
0.416666667,0,0
0.458333333,0,0
0.5,0.001766441,0
0.541666667,0.00090987,0
0.583333333,0.007021256,0
0.625,0.010271334,0
0.666666667,0.023010032,0
