,hour,wave_height,current_dir,wind_dir,dif_tide_height,cluster
43,0.8333333333333334,0.07800586488633568,0.5721296297222221,0.6775,0.021276595744680854,10
90,0.7916666666666666,0.08973607040228412,0.5787962963888889,0.6436111111111111,0.08936170212765958,10
298,0.6666666666666666,0.07096774171752909,0.07168981480555556,0.0,0.03829787234042553,11
348,0.75,0.1847507331811732,0.1018981481388889,0.03583333333333333,0.03404255319148936,11
349,0.7916666666666666,0.1782991200418297,0.07516203702777778,0.01888888888888889,0.05106382978723405,11
369,0.625,0.10205278594769564,0.4976157408333333,0.8877777777777779,0.05531914893617021,6
371,0.7083333333333334,0.09560117280835218,0.16479166666666667,0.9130555555555556,0.0723404255319149,3
396,0.75,0.05219941373658637,0.15761574074999998,0.8022222222222223,0.03829787234042553,3
468,0.75,0.2375366569472227,0.5019675925,0.8380555555555556,0.021276595744680854,6
491,0.7083333333333334,0.159530792060887,0.5533333333333333,0.9980555555555556,0.046808510638297884,6
493,0.7916666666666666,0.11847507310697365,0.5348148147222223,0.12027777777777778,0.029787234042553193,9
534,0.5,0.3143695017746322,0.10629629630555557,0.8105555555555556,0.042553191489361715,5
538,0.6666666666666666,0.2662756596519122,0.6293287036111112,0.6583333333333333,0.06382978723404256,10
539,0.7083333333333334,0.22580645143127426,0.5802777777777778,0.6547222222222222,0.06808510638297872,10
540,0.75,0.19413489717164453,0.5728009258333334,0.6583333333333333,0.05106382978723405,10
559,0.5416666666666666,0.1102639298792408,0.08608796297222222,0.7105555555555556,0.042553191489361715,5
560,0.5833333333333334,0.1102639298792408,0.04826388888888889,0.74,0.025531914893617023,5
561,0.625,0.11143694993816702,0.13131944444444446,0.7780555555555556,0.046808510638297884,5
562,0.6666666666666666,0.10205278594769564,0.3219444444444445,0.7930555555555555,0.07659574468085106,3
585,0.625,0.03695014663623463,0.03893518519444445,0.6969444444444445,0.046808510638297884,5
610,0.6666666666666666,0.08211143720401443,0.044583333333333336,0.7274999999999999,0.05531914893617021,5
611,0.7083333333333334,0.08093841644127586,0.2817129630555556,0.8122222222222222,0.0851063829787234,3
612,0.75,0.07507331403520781,0.6781481480555556,0.065,0.08936170212765958,9
635,0.7083333333333334,0.258331112084066,0.20477272727777776,0.6775,0.07659574468085106,2
653,0.4583333333333333,0.181818181626233,0.5623379630555555,0.4908333333333333,0.03829787234042553,7
657,0.625,0.2129032258563996,0.09992424241666667,0.6344444444444445,0.07659574468085106,5
658,0.6666666666666666,0.20762463347979465,0.07835648147222221,0.6569444444444444,0.017021276595744685,5
659,0.7083333333333334,0.19589442796384615,0.12300925925,0.6533333333333333,0.05106382978723405,2
660,0.75,0.17947214080456825,0.17819444444444446,0.5569444444444445,0.09361702127659577,2
680,0.625,0.2269794721940128,0.14093434344444444,0.525,0.08936170212765958,2
681,0.6666666666666666,0.2363636361844841,0.0875,0.5513888888888889,0.05106382978723405,2
682,0.7083333333333334,0.22580645143127426,0.09745370369444444,0.4994444444444445,0.004255319148936171,2
683,0.75,0.23519061612555794,0.13636574075000002,0.5244444444444445,0.0723404255319149,2
701,0.5,0.19472140790492,0.5459027777777778,0.5180555555555556,0.025531914893617023,7
704,0.625,0.2084244204594544,0.22133838383333326,0.5336111111111111,0.09787234042553193,2
705,0.6666666666666666,0.20117302034045112,0.12472222222222222,0.5433333333333333,0.07659574468085106,2
706,0.7083333333333334,0.20938416427199627,0.0901388888888889,0.5388888888888889,0.029787234042553193,2
725,0.5,0.08328445726294065,0.551875,0.5449999999999999,0.025531914893617023,7
729,0.6666666666666666,0.124340176216854,0.17300925925000002,0.5697222222222222,0.0851063829787234,2
733,0.8333333333333334,0.12524660061589366,0.12156565655555555,0.5494444444444445,0.059574468085106386,2
774,0.5833333333333334,0.4299120233266656,0.5656944444444445,0.5325,0.017021276595744685,8
775,0.625,0.5348973608293015,0.5142592591666667,0.5527777777777778,0.017021276595744685,8
776,0.6666666666666666,0.606451613280106,0.4652314813888889,0.5533333333333333,0.05106382978723405,8
777,0.7083333333333334,0.5835777129814846,0.2746527777777778,0.5566666666666666,0.046808510638297884,12
779,0.7916666666666666,0.5853372437736862,0.11150462963888888,0.6447222222222222,0.03404255319148936,12
796,0.5,0.2621700880380458,0.5142824075,0.6441666666666667,0.05106382978723405,1
801,0.7083333333333334,0.16891495605135834,0.4797685186111111,0.6105555555555556,0.042553191489361715,10
822,0.5833333333333334,0.25043988252209737,0.471643518611111,0.5155555555555555,0.06382978723404256,8
823,0.625,0.24750733167096955,0.5399305555555556,0.5102777777777777,0.03829787234042553,8
824,0.6666666666666666,0.2545454548397761,0.5603935186111111,0.5197222222222222,0.03829787234042553,8
825,0.7083333333333334,0.2228739005801464,0.5439583333333333,0.5291666666666667,0.021276595744680854,10
826,0.75,0.20586510268759295,0.4540046297222222,0.5533333333333333,0.029787234042553193,10
843,0.4583333333333333,0.20410557189539133,0.11067129630555557,0.5591666666666667,0.01276595744680851,5
846,0.5833333333333334,0.15777126126868532,0.4793518519444444,0.5733333333333334,0.05106382978723405,1
847,0.625,0.14604105575273693,0.5647222222222222,0.6097222222222223,0.0723404255319149,10
848,0.6666666666666666,0.13724340179172867,0.5641435186111111,0.6422222222222221,0.06808510638297872,10
849,0.7083333333333334,0.1284457478307204,0.5668287036111112,0.6308333333333334,0.05531914893617021,10
850,0.75,0.11964809386971215,0.5571064813888891,0.6813888888888889,0.021276595744680854,10
851,0.7916666666666666,0.12316715545411548,0.5191435186111111,0.6652777777777777,0.017021276595744685,10
867,0.4583333333333333,0.09560117280835218,0.14240740741666666,0.6733333333333333,0.0723404255319149,5
872,0.6666666666666666,0.09794721433382923,0.3187268519444445,0.7899999999999999,0.08085106382978724,3
873,0.7083333333333334,0.08914956037282099,0.5442824075,0.8002777777777779,0.0851063829787234,6
874,0.75,0.09794721433382923,0.5528472222222223,0.8283333333333333,0.05106382978723405,6
892,0.5,0.07683284482740946,0.12518518519444444,0.9969444444444444,0.0723404255319149,3
894,0.5833333333333334,0.08387096799621603,0.06673611111111111,0.7563888888888889,0.021276595744680854,5
895,0.625,0.0926686219572243,0.12995370369444445,0.8341666666666667,0.07659574468085106,3
897,0.7083333333333334,0.08211143720401443,0.5931481480555556,0.8555555555555555,0.0851063829787234,6
898,0.75,0.0639296185487225,0.563125,0.8333333333333334,0.09787234042553193,6
918,0.5833333333333334,0.0633431085192594,0.05993055555555556,0.8752777777777778,0.025531914893617023,3
921,0.7083333333333334,0.07272727250973074,0.4812962963888889,0.8197222222222222,0.1021276595744681,6
922,0.75,0.06568914934092415,0.5696527777777778,0.9711111111111111,0.08936170212765958,6
943,0.625,0.11202346067144243,0.058171296305555564,0.7269444444444444,0.017021276595744685,5
944,0.6666666666666666,0.14428152496053526,0.042847222222222224,0.7172222222222222,0.06382978723404256,5
964,0.5,0.06627566007419955,0.4871990741666667,0.7694444444444445,0.10638297872340426,1
965,0.5416666666666666,0.07038123168806598,0.2506018518611111,0.6797222222222222,0.1021276595744681,5
969,0.7083333333333334,0.0991202343927555,0.07770833333333334,0.8261111111111109,0.08085106382978724,3
970,0.75,0.11612903228530888,0.4553703702777778,0.950277777777778,0.09361702127659577,6
988,0.5,0.058064516142654427,0.5298842591666667,0.6325,0.07659574468085106,1
990,0.5833333333333334,0.08211143720401443,0.1626388888888889,0.6261111111111112,0.09787234042553193,5
991,0.625,0.07624633409413402,0.09101851852777776,0.6266666666666667,0.05531914893617021,5
992,0.6666666666666666,0.081524926470739,0.08203703702777779,0.6786111111111112,0.029787234042553193,5
993,0.7083333333333334,0.06702212764035713,0.08699494949999999,0.7241666666666666,0.042553191489361715,5
994,0.75,0.058064516142654427,0.11037037036111112,0.9461111111111112,0.08085106382978724,3
1018,0.75,0.08563049878841769,0.07884259258333333,0.8469444444444444,0.06808510638297872,3
1019,0.7916666666666666,0.0639296185487225,0.2675231481388889,0.8516666666666667,0.0851063829787234,3
1035,0.4583333333333333,0.03636363660677152,0.5652546297222222,0.7783333333333333,0.021276595744680854,1
1039,0.625,0.058064516142654427,0.17694444444444446,0.7541666666666667,0.08085106382978724,5
1040,0.6666666666666666,0.0633431085192594,0.1256018518611111,0.7863888888888889,0.06808510638297872,3
1041,0.7083333333333334,0.0633431085192594,0.09490740741666666,0.8619444444444445,0.00851063829787234,3
1064,0.6666666666666666,0.13548387099952702,0.15458333333333332,0.8961111111111112,0.06382978723404256,3
1065,0.7083333333333334,0.159530792060887,0.13780092591666668,0.8861111111111111,0.03829787234042553,3
1089,0.7083333333333334,0.07390029327246928,0.14314814813888888,0.6327777777777778,0.03404255319148936,5
1090,0.75,0.06686217010366269,0.09895833333333333,0.0,0.01276595744680851,11
1138,0.75,0.15894428132761154,0.3154166666666667,0.9044444444444444,0.03829787234042553,3
1157,0.5416666666666666,0.06862170089586432,0.5834953702777779,0.8111111111111111,0.029787234042553193,1
1182,0.5833333333333334,0.0961876835416276,0.5736111111111111,0.7138888888888889,0.025531914893617023,1
1183,0.625,0.06979472165860287,0.5725694444444445,0.7033333333333333,0.03404255319148936,1
1184,0.6666666666666666,0.09560117280835218,0.5716666666666667,0.73,0.017021276595744685,1
1186,0.75,0.07331378324300616,0.5000231480555556,0.8052777777777778,0.017021276595744685,6
1205,0.5416666666666666,0.07565982406467092,0.4352546297222222,0.6963888888888888,0.029787234042553193,1
1207,0.625,0.08680351884734391,0.5810185186111111,0.7788888888888889,0.046808510638297884,1
1209,0.7083333333333334,0.08387096799621603,0.5870833333333333,0.7977777777777777,0.042553191489361715,6
1232,0.6666666666666666,0.1771260999829035,0.5575925925,0.8397222222222223,0.0723404255319149,6
1278,0.5833333333333334,0.07741935485687257,0.05064814813888889,0.7033333333333333,0.0,5
1302,0.5833333333333334,0.06158357772705773,0.06206018519444445,0.6966666666666667,0.03404255319148936,5
1303,0.625,0.05043988294438472,0.035162037027777766,0.6755555555555556,0.042553191489361715,5
1326,0.5833333333333334,0.07624633409413402,0.08717592591666666,0.7052777777777778,0.07659574468085106,5
1328,0.6666666666666666,0.10146627591823257,0.03877314813888889,0.8466666666666667,0.046808510638297884,3
1329,0.7083333333333334,0.10439882676936044,0.02203703703611111,0.7936111111111109,0.08936170212765958,3
1350,0.5833333333333334,0.08739002958061934,0.12868055555555558,0.7494444444444445,0.09787234042553193,5
1351,0.625,0.09736070360055382,0.08590277777777779,0.7536111111111111,0.06808510638297872,5
1352,0.6666666666666666,0.1026392959771588,0.06247685186111111,0.8138888888888889,0.004255319148936171,3
1353,0.7083333333333334,0.10967741914596538,0.04668981480555556,0.8958333333333334,0.06382978723404256,3
1375,0.625,0.06686217010366269,0.10793981480555556,0.8552777777777777,0.10638297872340426,3
1544,0.6666666666666666,0.13431085023678846,0.3027546297222222,0.8386111111111111,0.1148936170212766,3
1545,0.7083333333333334,0.12199413469137692,0.5671064813888889,0.8641666666666667,0.1148936170212766,6
1555,0.75,0.054545454558251126,0.35208333333333336,0.924722222222222,0.13191489361702127,6
1647,0.5833333333333334,0.07741935485687257,0.5366898147222223,0.7811111111111111,0.059574468085106386,1
1651,0.75,0.14428152496053526,0.11474537036111113,0.8005555555555556,0.03829787234042553,3
1695,0.5833333333333334,0.09853372436329236,0.5660185186111111,0.4847222222222222,0.042553191489361715,7
1697,0.6666666666666666,0.14310850419779672,0.4803703702777778,0.5069444444444444,0.05106382978723405,10
1698,0.7083333333333334,0.16832844602189526,0.41657407416666653,0.5219444444444444,0.0851063829787234,10
1699,0.75,0.20000000028152493,0.18870370369444445,0.5449999999999999,0.07659574468085106,2
1719,0.5833333333333334,0.28712343349844544,0.4888888888888889,0.5088888888888888,0.042553191489361715,8
1722,0.7083333333333334,0.4797653962415872,0.39125,0.5547222222222222,0.017021276595744685,8
1862,0.5416666666666666,0.6322580644298553,0.10918981480555556,0.5136111111111111,0.046808510638297884,12
1961,0.6666666666666666,0.19379974878446912,0.12253968252777778,0.6947222222222222,0.06808510638297872,5
1985,0.6666666666666666,0.1624633429120149,0.12555555555555556,0.5777777777777777,0.046808510638297884,2
1986,0.7083333333333334,0.1720821114773213,0.10275,0.6680555555555555,0.017021276595744685,5
2056,0.625,0.27390029355399426,0.4869444444444445,0.5294444444444444,0.029787234042553193,8
2060,0.7916666666666666,0.307214076318408,0.10066666666666667,0.5125,0.029787234042553193,2
2083,0.75,0.5038123165991348,0.16842592591666666,0.5336111111111111,0.07659574468085106,12
2084,0.7916666666666666,0.4465689150607787,0.10166666666666667,0.44833333333333336,0.06382978723404256,12
2102,0.6666666666666666,0.2938416422976755,0.5497222222222222,0.5305555555555556,0.03404255319148936,8
2159,0.7083333333333334,0.1777126100123666,0.8561111111111109,0.5572222222222222,0.1021276595744681,10
2160,0.7916666666666666,0.15659824050594678,0.5511111111111111,0.5713888888888888,0.06808510638297872,10
2173,0.7083333333333334,0.11554252225584576,0.4889722222222223,0.8622222222222221,0.06382978723404256,6
2216,0.75,0.30557184781362395,0.10546296297222224,0.5680555555555555,0.05106382978723405,2
2260,0.5833333333333334,0.07331378324300616,0.5459953702777778,0.6677777777777778,0.025531914893617023,1
2263,0.7083333333333334,0.08973607040228412,0.30303240750000004,0.6777777777777778,0.059574468085106386,5
2264,0.75,0.11202346067144243,0.18875,0.7241666666666666,0.05531914893617021,5
2282,0.5,0.159530792060887,0.4430555555555555,0.4405555555555555,0.0851063829787234,7
2285,0.625,0.14956011733714022,0.5496759258333334,0.15666666666666668,0.017021276595744685,9
2287,0.7083333333333334,0.1700879768140969,0.3226620369444444,0.5252777777777777,0.06382978723404256,2
2305,0.4583333333333333,0.13958944261339346,0.9326157408333332,0.14805555555555555,0.05531914893617021,9
2307,0.5416666666666666,0.14956011733714022,0.5947916666666667,0.12972222222222224,0.06808510638297872,9
2309,0.625,0.1319648094151237,0.5661574075,0.9538888888888888,0.05106382978723405,6
2310,0.6666666666666666,0.12668621703851876,0.5696296297222222,0.9505555555555556,0.029787234042553193,6
2311,0.7083333333333334,0.14700079956527878,0.5640404041666667,0.9880555555555556,0.042553191489361715,6
2312,0.75,0.13548387099952702,0.39085648138888895,0.8597222222222223,0.029787234042553193,6
2330,0.5,0.1982404694893233,0.08583333333333333,0.6530555555555555,0.05106382978723405,5
2333,0.625,0.1917888563499798,0.5849305555555555,0.7580555555555555,0.03404255319148936,1
2335,0.7083333333333334,0.2029325511326528,0.5476851852777778,0.9208333333333332,0.01276595744680851,6
2336,0.75,0.18005865083403136,0.5716203702777778,0.0030555555555555557,0.021276595744680854,9
2353,0.4583333333333333,0.1853372432106363,0.07027777777777779,0.9908333333333332,0.017021276595744685,3
2354,0.5,0.1853372432106363,0.07851851852777778,0.6219444444444444,0.01276595744680851,5
2381,0.625,0.16235670478882264,0.1305050505,0.7163888888888889,0.05531914893617021,5
2382,0.6666666666666666,0.16539589446695505,0.4701157408333333,0.7277777777777777,0.05106382978723405,1
2404,0.5833333333333334,0.15366568895100666,0.14807870369444445,0.9838888888888888,0.025531914893617023,3
2406,0.6666666666666666,0.20058651031098804,0.4591898147222223,0.9613888888888891,0.07659574468085106,6
2407,0.7083333333333334,0.19765395875604785,0.5920370369444444,0.9580555555555554,0.06382978723404256,6
2408,0.75,0.1736070383985002,0.5830787036111111,0.9319444444444444,0.06382978723404256,6
2452,0.5833333333333334,0.06920821092532745,0.1301388888888889,0.6766666666666666,0.029787234042553193,5
2454,0.6666666666666666,0.14076246337613196,0.2751388888888889,0.7047222222222221,0.059574468085106386,5
2455,0.7083333333333334,0.13020527862292205,0.9388425925,0.7466666666666667,0.08936170212765958,10
2474,0.5,0.07800586488633568,0.435,0.5944444444444444,0.1021276595744681,1
2500,0.5833333333333334,0.04014929385106141,0.15181818180555556,0.09194444444444444,0.10638297872340426,11
2504,0.75,0.06627566007419955,0.33648148138888884,0.11194444444444444,0.1276595744680851,11
2569,0.4583333333333333,0.11085043990870393,0.5321296297222222,0.5172222222222221,0.03404255319148936,7
2576,0.75,0.0785923756196111,0.11328703702777775,0.9513888888888888,0.03404255319148936,3
2577,0.7916666666666666,0.06568914934092415,0.10634259258333333,0.9672222222222222,0.0723404255319149,3
2595,0.5416666666666666,0.12023460389917527,0.5179629630555556,0.3227777777777778,0.042553191489361715,7
2596,0.5833333333333334,0.10909090911650228,0.4961342591666666,0.4547222222222222,0.0723404255319149,7
2597,0.625,0.13958944261339346,0.3581712963888889,0.4097222222222222,0.06808510638297872,4
2619,0.5416666666666666,0.09501466277888906,0.5179629630555556,0.1475,0.021276595744680854,9
2642,0.5,0.3812316718782949,0.6008101852777777,0.4386111111111111,0.06382978723404256,8
2644,0.5833333333333334,0.4404692080798755,0.5125231480555555,0.4686111111111111,0.042553191489361715,8
2649,0.7916666666666666,0.5225806452838899,0.0953787878888889,0.5594444444444444,0.03404255319148936,12
2862,0.6666666666666666,0.0785923756196111,0.5696527777777778,0.36666666666666653,0.05106382978723405,7
2913,0.7916666666666666,0.14310850419779672,0.5504166666666667,0.4847222222222222,0.017021276595744685,10
3123,0.5416666666666666,0.09736070360055382,0.5120833333333333,0.09444444444444444,0.06808510638297872,9
3176,0.75,0.09736070360055382,0.18752314813888887,0.17305555555555555,0.042553191489361715,11
3199,0.7083333333333334,0.0674486801331258,0.4184722222222223,0.12194444444444445,0.06808510638297872,9
3201,0.7916666666666666,0.07390029327246928,0.14960648147222222,0.1647222222222222,0.046808510638297884,11
3220,0.5833333333333334,0.08035190641181275,0.5525231480555556,0.33444444444444443,0.05106382978723405,7
3344,0.75,0.2527859240475745,0.5839583333333334,0.0,0.10638297872340426,9
3578,0.625,0.10967741914596538,0.5628703702777778,0.2813888888888889,0.029787234042553193,7
3647,0.5,0.4533724343585626,0.1604861111111111,0.2897222222222222,0.03829787234042553,4
