,hour,dif_tide_height,water_temp,current_speed,wind_speed,tide_height,cluster
43,0.8333333333333334,0.021276595744680854,0.2618591633063816,0.4547770698990408,0.2358490566037736,0.7474307419571046,5
90,0.7916666666666666,0.08936170212765958,0.29655273999603793,0.3440239789471819,0.05660377358490566,0.5571939231233243,5
298,0.6666666666666666,0.03829787234042553,0.3435658516038793,0.4454852003177399,0.03773584905660378,0.06758266306970509,7
348,0.75,0.03404255319148936,0.39378314684554616,0.32184338694190723,0.3207547169811321,0.15382037533512066,6
349,0.7916666666666666,0.05106382978723405,0.3767678254645752,0.2209067065678184,0.2358490566037736,0.2037533512064343,6
369,0.625,0.05531914893617021,0.3522944906017369,0.2420382164902334,0.2169811320754717,0.503239499530831,5
371,0.7083333333333334,0.0723404255319149,0.4096935770211236,0.27703259642718525,0.22641509433962265,0.32182752459785524,6
396,0.75,0.03829787234042553,0.4274270773209865,0.2811539901764059,0.0660377358490566,0.3325513851876676,2
468,0.75,0.021276595744680854,0.4493039188124055,0.25380292233905105,0.339622641509434,0.6209785522788203,4
491,0.7083333333333334,0.046808510638297884,0.4691919565318776,0.3282877481538941,0.16037735849056606,0.642202859919571,11
493,0.7916666666666666,0.029787234042553193,0.4384759873861155,0.1814911951822237,0.2924528301886793,0.6624218049597853,4
534,0.5,0.042553191489361715,0.4061026811007966,0.32221805913362594,0.2641509433962264,0.2478775692359249,6
538,0.6666666666666666,0.06382978723404256,0.4243333823436459,0.04443611838594815,0.3962264150943397,0.4223637176273457,3
539,0.7083333333333334,0.06808510638297872,0.4276480552968913,0.19160734354933728,0.3490566037735849,0.5329535299597854,4
540,0.75,0.05106382978723405,0.4242781380154033,0.28250280995868776,0.339622641509434,0.6362823947721178,4
559,0.5416666666666666,0.042553191489361715,0.4289739244781894,0.328962158045035,0.28301886792452835,0.16052278820375335,6
560,0.5833333333333334,0.025531914893617023,0.4504640543460414,0.2780816784201236,0.2075471698113208,0.15538427164879354,6
561,0.625,0.046808510638297884,0.4854890983310223,0.16230798044093486,0.19811320754716985,0.20799821266756036,6
562,0.6666666666666666,0.07659574468085106,0.4842184741409013,0.0787560884317591,0.16037735849056606,0.3061885611930295,2
585,0.625,0.046808510638297884,0.4706283150325956,0.274934432261466,0.28301886792452835,0.11047810542895442,6
610,0.6666666666666666,0.05531914893617021,0.5345462580390534,0.2917946795399887,0.2358490566037736,0.10668007151474533,7
611,0.7083333333333334,0.0851063829787234,0.5380819096311379,0.15968527536866775,0.169811320754717,0.223637176072386,2
612,0.75,0.08936170212765958,0.5700685036299558,0.06878980889637235,0.11320754716981132,0.3752234137399463,2
635,0.7083333333333334,0.07659574468085106,0.5275151339945539,0.2866923259409338,0.1320754716981132,0.12086684537533512,7
653,0.4583333333333333,0.03829787234042553,0.4482542725981893,0.4884975644560861,0.2358490566037736,0.7058757821715818,1
657,0.625,0.07659574468085106,0.4756254350988879,0.4365339417217237,0.4150943396226416,0.10958445040214476,8
658,0.6666666666666666,0.017021276595744685,0.5448217441941139,0.4637692017809195,0.5660377358490567,0.04211349416890081,8
659,0.7083333333333334,0.05106382978723405,0.5679692105385887,0.3826901460392605,0.30188679245283023,0.07841823056300268,8
660,0.75,0.09361702127659577,0.5573070127599609,0.15339078305135265,0.14150943396226418,0.19526362821715815,2
680,0.625,0.08936170212765958,0.4511571226285085,0.3491467692341286,0.33018867924528306,0.22508936548257366,6
681,0.6666666666666666,0.05106382978723405,0.503885533221534,0.4668415135372019,0.3962264150943397,0.09361036642091153,8
682,0.7083333333333334,0.004255319148936171,0.5591853272124887,0.468040464424812,0.3584905660377359,0.06680071494638071,8
683,0.75,0.0723404255319149,0.5651517385283302,0.2472836267246889,0.24528301886792456,0.1272341376005362,2
701,0.5,0.025531914893617023,0.503940778212711,0.4328212812807344,0.4433962264150944,0.6853217158176943,1
704,0.625,0.09787234042553193,0.474118765755486,0.2625770631831538,0.3679245283018868,0.34148793565683644,6
705,0.6666666666666666,0.07659574468085106,0.5015652621542621,0.4217309852331365,0.3867924528301887,0.1831992850536193,8
706,0.7083333333333334,0.029787234042553193,0.5476502653351947,0.5110378417366359,0.2924528301886793,0.09092940127345844,8
725,0.5,0.025531914893617023,0.5392420451647741,0.4221805918272303,0.28301886792452835,0.6588471849865951,1
729,0.6666666666666666,0.0851063829787234,0.5030568649832226,0.28160359677049984,0.3113207547169811,0.2960232350536193,6
733,0.8333333333333334,0.059574468085106386,0.5383631543277443,0.1850812356757041,0.17924528301886794,0.2345844504021448,2
774,0.5833333333333334,0.017021276595744685,0.5685216558098181,0.19408017981685394,0.5283018867924528,0.6285746199731902,9
775,0.625,0.017021276595744685,0.5503461995581458,0.2139378043593624,0.6698113207547169,0.6248882928954422,9
776,0.6666666666666666,0.05106382978723405,0.5434958750128156,0.15766204569524506,0.6886792452830189,0.5717158176943699,9
777,0.7083333333333334,0.046808510638297884,0.5534298497505687,0.1637317347155132,0.6509433962264152,0.4813449508713137,9
779,0.7916666666666666,0.03404255319148936,0.5576937243835279,0.39932559002073614,0.5188679245283019,0.26686773907506695,8
796,0.5,0.05106382978723405,0.5810621687039077,0.11412514047050835,0.5660377358490567,0.364946380697051,9
801,0.7083333333333334,0.042553191489361715,0.5915586328348732,0.1839640314497404,0.2641509433962264,0.5938337801608577,4
822,0.5833333333333334,0.06382978723404256,0.6094578667823979,0.10168602473054987,0.4528301886792453,0.4130920464477211,3
823,0.625,0.03829787234042553,0.6097893340777225,0.1706257024316727,0.5188679245283019,0.5130697050938337,9
824,0.6666666666666666,0.03829787234042553,0.61133618189786,0.237991757143388,0.4622641509433963,0.5863494189008042,4
825,0.7083333333333334,0.021276595744680854,0.6237662054725301,0.15301611085963393,0.14150943396226418,0.6214253800268096,11
826,0.75,0.029787234042553193,0.6217221567094056,0.1282877481844674,0.4245283018867925,0.6063449510723861,4
843,0.4583333333333333,0.01276595744680851,0.601778874661691,0.2867740726025801,0.4056603773584906,0.19247095623324392,6
846,0.5833333333333334,0.05106382978723405,0.6519961699033578,0.07560884227310155,0.3962264150943397,0.3026139410187667,3
847,0.625,0.0723404255319149,0.6452010903492051,0.17452229297376767,0.4905660377358491,0.4092940125335121,3
848,0.6666666666666666,0.06808510638297872,0.6452010903492051,0.26908954653824485,0.3584905660377359,0.5213360142761393,4
849,0.7083333333333334,0.05531914893617021,0.6562500004143343,0.3208692393513441,0.19811320754716985,0.6204200180965148,11
850,0.75,0.021276595744680854,0.6555870658236853,0.3292618957444572,0.19811320754716985,0.6772788203753349,11
851,0.7916666666666666,0.017021276595744685,0.6259759872203821,0.23626826516938745,0.169811320754717,0.6757149242627346,11
867,0.4583333333333333,0.0723404255319149,0.6295668831407093,0.2803297113905933,0.15094339622641512,0.2325737265415549,7
872,0.6666666666666666,0.08085106382978724,0.7495580440481906,0.03499437990997546,0.17924528301886794,0.4085120643431636,10
873,0.7083333333333334,0.0851063829787234,0.7434258990846867,0.2130385911711745,0.2169811320754717,0.5568588024798927,11
874,0.75,0.05106382978723405,0.7051414264747031,0.3881603595707629,0.4433962264150944,0.6729222520107238,4
892,0.5,0.0723404255319149,0.6138221866127942,0.30228550009882105,0.16037735849056606,0.2069928507372654,7
894,0.5833333333333334,0.021276595744680854,0.6344284032511576,0.2728362681856681,0.1037735849056604,0.09986595174262736,7
895,0.625,0.07659574468085106,0.6516094582797907,0.14185088040966073,0.2924528301886793,0.16923592493297587,2
897,0.7083333333333334,0.0851063829787234,0.67188420762283,0.209441738418423,0.22641509433962265,0.44247095623324384,10
898,0.75,0.09787234042553193,0.6563604890708195,0.3730236042662408,0.2735849056603773,0.6015827104557641,4
918,0.5833333333333334,0.025531914893617023,0.6108389809548733,0.32716373166865925,0.05660377358490566,0.07629579979892763,7
921,0.7083333333333334,0.1021276595744681,0.6382402771473898,0.08857249900952917,0.3113207547169811,0.31914655945040205,3
922,0.75,0.08936170212765958,0.6381850328191474,0.3132259272517472,0.169811320754717,0.4840259160187666,11
943,0.625,0.017021276595744685,0.6432675309055003,0.3246159609088461,0.12264150943396228,0.04378909738605899,7
944,0.6666666666666666,0.06382978723404256,0.6607248089012157,0.27223679269690243,0.15094339622641512,0.09550938337801608,7
964,0.5,0.10638297872340426,0.5987956690037703,0.28812289238486194,0.07547169811320756,0.5142984807640749,11
965,0.5416666666666666,0.1021276595744681,0.5965858872559182,0.1958786061932297,0.24528301886792456,0.3372430741957104,10
969,0.7083333333333334,0.08085106382978724,0.6653101060445819,0.17819408012889434,0.14150943396226418,0.13181411977211796,2
970,0.75,0.09361702127659577,0.6681828230460174,0.059722742585141986,0.22641509433962265,0.2895442359249329,2
988,0.5,0.07659574468085106,0.599955804537406,0.4437617083437394,0.33018867924528306,0.5890303840482572,1
990,0.5833333333333334,0.09787234042553193,0.5980774900848786,0.2654926937854933,0.2641509433962264,0.2782618409517427,6
991,0.625,0.05531914893617021,0.6292906601736272,0.41333832884002336,0.28301886792452835,0.13270777479892762,7
992,0.6666666666666666,0.029787234042553193,0.6948106953284652,0.439040839105753,0.17924528301886794,0.058199285053619286,7
993,0.7083333333333334,0.042553191489361715,0.6753495477092959,0.32511325304807354,0.14150943396226418,0.07964700623324394,7
994,0.75,0.08085106382978724,0.6403948145669993,0.1680779317617808,0.17924528301886794,0.19693923143431635,2
1018,0.75,0.06808510638297872,0.6697296702032205,0.22540277250875776,0.15094339622641512,0.1647676496648793,2
1019,0.7916666666666666,0.0851063829787234,0.6574101359479703,0.07628325216424245,0.2641509433962264,0.2944593386729222,3
1035,0.4583333333333333,0.021276595744680854,0.6353123158177116,0.4723117270687043,0.0660377358490566,0.6846514745308311,1
1039,0.625,0.08085106382978724,0.6075795523298704,0.25762457838884945,0.16037735849056606,0.33020554068364605,2
1040,0.6666666666666666,0.06808510638297872,0.6896729522509353,0.3720494565857565,0.19811320754716985,0.20688114390080425,7
1041,0.7083333333333334,0.00851063829787234,0.6923246906135314,0.38493817900973015,0.22641509433962265,0.14075067024128687,7
1064,0.6666666666666666,0.06382978723404256,0.6338759579799282,0.2712626451063393,0.3490566037735849,0.3021671134718499,6
1065,0.7083333333333334,0.03829787234042553,0.6807785802683499,0.3055076806598538,0.3679245283018868,0.2125781948391421,8
1089,0.7083333333333334,0.03404255319148936,0.7095609899704071,0.28077931798468725,0.2358490566037736,0.3465147453083109,2
1090,0.75,0.01276595744680851,0.6549793755612789,0.280479580285265,0.03773584905660378,0.3026139410187667,2
1138,0.75,0.03829787234042553,0.7077931648372993,0.15691270131180762,0.33018867924528306,0.4548704200402144,3
