,hour,water_temp,wave_height,current_speed,wind_speed,tide_variation,tide_height,cluster
43,0.8333333333333334,0.2618591633063816,0.07800586488633568,0.4547770698990408,0.2358490566037736,0.06576980568011959,0.7474307419571046,10
90,0.7916666666666666,0.29655273999603793,0.08973607040228412,0.3440239789471819,0.05660377358490566,0.2862481315396114,0.5571939231233243,3
298,0.6666666666666666,0.3435658516038793,0.07096774171752909,0.4454852003177399,0.03773584905660378,0.1360239162929746,0.06758266306970509,11
348,0.75,0.39378314684554616,0.1847507331811732,0.32184338694190723,0.3207547169811321,0.06726457399103139,0.15382037533512066,11
349,0.7916666666666666,0.3767678254645752,0.1782991200418297,0.2209067065678184,0.2358490566037736,0.2040358744394619,0.2037533512064343,11
369,0.625,0.3522944906017369,0.10205278594769564,0.2420382164902334,0.2169811320754717,0.1883408071748879,0.503239499530831,10
371,0.7083333333333334,0.4096935770211236,0.09560117280835218,0.27703259642718525,0.22641509433962265,0.3512705530642751,0.32182752459785524,3
396,0.75,0.4274270773209865,0.05219941373658637,0.2811539901764059,0.0660377358490566,0.1973094170403588,0.3325513851876676,3
468,0.75,0.4493039188124055,0.2375366569472227,0.25380292233905105,0.339622641509434,0.05680119581464872,0.6209785522788203,5
491,0.7083333333333334,0.4691919565318776,0.159530792060887,0.3282877481538941,0.16037735849056606,0.09267563527653214,0.642202859919571,15
493,0.7916666666666666,0.4384759873861155,0.11847507310697365,0.1814911951822237,0.2924528301886793,0.08295964125560537,0.6624218049597853,15
534,0.5,0.4061026811007966,0.3143695017746322,0.32221805913362594,0.2641509433962264,0.1180866965620329,0.2478775692359249,11
538,0.6666666666666666,0.4243333823436459,0.2662756596519122,0.04443611838594815,0.3962264150943397,0.37518684603886404,0.4223637176273457,5
539,0.7083333333333334,0.4276480552968913,0.22580645143127426,0.19160734354933728,0.3490566037735849,0.31689088191330345,0.5329535299597854,5
540,0.75,0.4242781380154033,0.19413489717164453,0.28250280995868776,0.339622641509434,0.2877428998505232,0.6362823947721178,5
559,0.5416666666666666,0.4289739244781894,0.1102639298792408,0.328962158045035,0.28301886792452835,0.10762331838565024,0.16052278820375335,11
560,0.5833333333333334,0.4504640543460414,0.1102639298792408,0.2780816784201236,0.2075471698113208,0.07922272047832586,0.15538427164879354,11
561,0.625,0.4854890983310223,0.11143694993816702,0.16230798044093486,0.19811320754716985,0.2443946188340808,0.20799821266756036,12
562,0.6666666666666666,0.4842184741409013,0.10205278594769564,0.0787560884317591,0.16037735849056606,0.3617339312406577,0.3061885611930295,12
585,0.625,0.4706283150325956,0.03695014663623463,0.274934432261466,0.28301886792452835,0.33482810164424515,0.11047810542895442,4
610,0.6666666666666666,0.5345462580390534,0.08211143720401443,0.2917946795399887,0.2358490566037736,0.16292974588938716,0.10668007151474533,11
611,0.7083333333333334,0.5380819096311379,0.08093841644127586,0.15968527536866775,0.169811320754717,0.32810164424514204,0.223637176072386,12
612,0.75,0.5700685036299558,0.07507331403520781,0.06878980889637235,0.11320754716981132,0.31988041853512705,0.3752234137399463,12
635,0.7083333333333334,0.5275151339945539,0.258331112084066,0.2866923259409338,0.1320754716981132,0.2219730941704036,0.12086684537533512,11
653,0.4583333333333333,0.4482542725981893,0.181818181626233,0.4884975644560861,0.2358490566037736,0.06427503736920777,0.7058757821715818,6
657,0.625,0.4756254350988879,0.2129032258563996,0.4365339417217237,0.4150943396226416,0.22571001494768314,0.10958445040214476,18
658,0.6666666666666666,0.5448217441941139,0.20762463347979465,0.4637692017809195,0.5660377358490567,0.03736920777279522,0.04211349416890081,18
659,0.7083333333333334,0.5679692105385887,0.19589442796384615,0.3826901460392605,0.30188679245283023,0.2309417040358745,0.07841823056300268,18
660,0.75,0.5573070127599609,0.17947214080456825,0.15339078305135265,0.14150943396226418,0.3236173393124066,0.19526362821715815,12
680,0.625,0.4511571226285085,0.2269794721940128,0.3491467692341286,0.33018867924528306,0.5994020926756353,0.22508936548257366,7
681,0.6666666666666666,0.503885533221534,0.2363636361844841,0.4668415135372019,0.3962264150943397,0.1696562032884903,0.09361036642091153,18
682,0.7083333333333334,0.5591853272124887,0.22580645143127426,0.468040464424812,0.3584905660377359,0.021674140508221227,0.06680071494638071,18
683,0.75,0.5651517385283302,0.23519061612555794,0.2472836267246889,0.24528301886792456,0.17189835575485798,0.1272341376005362,11
701,0.5,0.503940778212711,0.19472140790492,0.4328212812807344,0.4433962264150944,0.08221225710014947,0.6853217158176943,6
704,0.625,0.474118765755486,0.2084244204594544,0.2625770631831538,0.3679245283018868,0.35276532137518685,0.34148793565683644,7
705,0.6666666666666666,0.5015652621542621,0.20117302034045112,0.4217309852331365,0.3867924528301887,0.2384155455904335,0.1831992850536193,18
706,0.7083333333333334,0.5476502653351947,0.20938416427199627,0.5110378417366359,0.2924528301886793,0.07249626307922273,0.09092940127345844,18
725,0.5,0.5392420451647741,0.08328445726294065,0.4221805918272303,0.28301886792452835,0.10986547085201794,0.6588471849865951,6
729,0.6666666666666666,0.5030568649832226,0.124340176216854,0.28160359677049984,0.3113207547169811,0.4835575485799701,0.2960232350536193,14
733,0.8333333333333334,0.5383631543277443,0.12524660061589366,0.1850812356757041,0.17924528301886794,0.3744394618834081,0.2345844504021448,12
774,0.5833333333333334,0.5685216558098181,0.4299120233266656,0.19408017981685394,0.5283018867924528,0.14050822122571002,0.6285746199731902,8
775,0.625,0.5503461995581458,0.5348973608293015,0.2139378043593624,0.6698113207547169,0.027653213751868463,0.6248882928954422,8
776,0.6666666666666666,0.5434958750128156,0.606451613280106,0.15766204569524506,0.6886792452830189,0.3430493273542601,0.5717158176943699,8
777,0.7083333333333334,0.5534298497505687,0.5835777129814846,0.1637317347155132,0.6509433962264152,0.13004484304932734,0.4813449508713137,8
779,0.7916666666666666,0.5576937243835279,0.5853372437736862,0.39932559002073614,0.5188679245283019,0.14499252615844546,0.26686773907506695,20
796,0.5,0.5810621687039077,0.2621700880380458,0.11412514047050835,0.5660377358490567,0.29745889387145,0.364946380697051,1
801,0.7083333333333334,0.5915586328348732,0.16891495605135834,0.1839640314497404,0.2641509433962264,0.2847533632286996,0.5938337801608577,9
822,0.5833333333333334,0.6094578667823979,0.25043988252209737,0.10168602473054987,0.4528301886792453,0.3385650224215247,0.4130920464477211,1
823,0.625,0.6097893340777225,0.24750733167096955,0.1706257024316727,0.5188679245283019,0.12855007473841554,0.5130697050938337,1
824,0.6666666666666666,0.61133618189786,0.2545454548397761,0.237991757143388,0.4622641509433963,0.11509715994020925,0.5863494189008042,16
825,0.7083333333333334,0.6237662054725301,0.2228739005801464,0.15301611085963393,0.14150943396226418,0.1046337817638266,0.6214253800268096,15
826,0.75,0.6217221567094056,0.20586510268759295,0.1282877481844674,0.4245283018867925,0.17264573991031393,0.6063449510723861,16
843,0.4583333333333333,0.601778874661691,0.20410557189539133,0.2867740726025801,0.4056603773584906,0.09267563527653214,0.19247095623324392,19
846,0.5833333333333334,0.6519961699033578,0.15777126126868532,0.07560884227310155,0.3962264150943397,0.1360239162929746,0.3026139410187667,1
847,0.625,0.6452010903492051,0.14604105575273693,0.17452229297376767,0.4905660377358491,0.29820627802690586,0.4092940125335121,1
848,0.6666666666666666,0.6452010903492051,0.13724340179172867,0.26908954653824485,0.3584905660377359,0.22571001494768314,0.5213360142761393,16
849,0.7083333333333334,0.6562500004143343,0.1284457478307204,0.3208692393513441,0.19811320754716985,0.1532137518684604,0.6204200180965148,15
850,0.75,0.6555870658236853,0.11964809386971215,0.3292618957444572,0.19811320754716985,0.044843049327354265,0.6772788203753349,15
851,0.7916666666666666,0.6259759872203821,0.12316715545411548,0.23626826516938745,0.169811320754717,0.09865470852017937,0.6757149242627346,15
867,0.4583333333333333,0.6295668831407093,0.09560117280835218,0.2803297113905933,0.15094339622641512,0.4192825112107624,0.2325737265415549,4
872,0.6666666666666666,0.7495580440481906,0.09794721433382923,0.03499437990997546,0.17924528301886794,0.4245142002989537,0.4085120643431636,14
873,0.7083333333333334,0.7434258990846867,0.08914956037282099,0.2130385911711745,0.2169811320754717,0.23916292974588946,0.5568588024798927,9
874,0.75,0.7051414264747031,0.09794721433382923,0.3881603595707629,0.4433962264150944,0.17713004484304934,0.6729222520107238,16
892,0.5,0.6138221866127942,0.07683284482740946,0.30228550009882105,0.16037735849056606,0.1973094170403588,0.2069928507372654,4
894,0.5833333333333334,0.6344284032511576,0.08387096799621603,0.2728362681856681,0.1037735849056604,0.22645739910313906,0.09986595174262736,4
895,0.625,0.6516094582797907,0.0926686219572243,0.14185088040966073,0.2924528301886793,0.17937219730941706,0.16923592493297587,19
897,0.7083333333333334,0.67188420762283,0.08211143720401443,0.209441738418423,0.22641509433962265,0.4678624813153962,0.44247095623324384,14
898,0.75,0.6563604890708195,0.0639296185487225,0.3730236042662408,0.2735849056603773,0.3714499252615845,0.6015827104557641,13
918,0.5833333333333334,0.6108389809548733,0.0633431085192594,0.32716373166865925,0.05660377358490566,0.2047832585949178,0.07629579979892763,4
921,0.7083333333333334,0.6382402771473898,0.07272727250973074,0.08857249900952917,0.3113207547169811,0.5829596412556054,0.31914655945040205,14
922,0.75,0.6381850328191474,0.06568914934092415,0.3132259272517472,0.169811320754717,0.5186846038863976,0.4840259160187666,13
943,0.625,0.6432675309055003,0.11202346067144243,0.3246159609088461,0.12264150943396228,0.04409566517189836,0.04378909738605899,17
944,0.6666666666666666,0.6607248089012157,0.14428152496053526,0.27223679269690243,0.15094339622641512,0.18236173393124067,0.09550938337801608,4
964,0.5,0.5987956690037703,0.06627566007419955,0.28812289238486194,0.07547169811320756,0.4626307922272048,0.5142984807640749,13
965,0.5416666666666666,0.5965858872559182,0.07038123168806598,0.1958786061932297,0.24528301886792456,0.6128550074738416,0.3372430741957104,14
969,0.7083333333333334,0.6653101060445819,0.0991202343927555,0.17819408012889434,0.14150943396226418,0.28923766816143504,0.13181411977211796,12
970,0.75,0.6681828230460174,0.11612903228530888,0.059722742585141986,0.22641509433962265,0.3191330343796712,0.2895442359249329,12
988,0.5,0.599955804537406,0.058064516142654427,0.4437617083437394,0.33018867924528306,0.3213751868460389,0.5890303840482572,6
990,0.5833333333333334,0.5980774900848786,0.08211143720401443,0.2654926937854933,0.2641509433962264,0.2855007473841555,0.2782618409517427,19
991,0.625,0.6292906601736272,0.07624633409413402,0.41333832884002336,0.28301886792452835,0.3654708520179372,0.13270777479892762,4
992,0.6666666666666666,0.6948106953284652,0.081524926470739,0.439040839105753,0.17924528301886794,0.04633781763826607,0.058199285053619286,17
993,0.7083333333333334,0.6753495477092959,0.06702212764035713,0.32511325304807354,0.14150943396226418,0.1046337817638266,0.07964700623324394,17
994,0.75,0.6403948145669993,0.058064516142654427,0.1680779317617808,0.17924528301886794,0.4364723467862481,0.19693923143431635,12
1018,0.75,0.6697296702032205,0.08563049878841769,0.22540277250875776,0.15094339622641512,0.14648729446935727,0.1647676496648793,17
1019,0.7916666666666666,0.6574101359479703,0.0639296185487225,0.07628325216424245,0.2641509433962264,0.5388639760837071,0.2944593386729222,14
1035,0.4583333333333333,0.6353123158177116,0.03636363660677152,0.4723117270687043,0.0660377358490566,0.15695067264573992,0.6846514745308311,6
1039,0.625,0.6075795523298704,0.058064516142654427,0.25762457838884945,0.16037735849056606,0.3071748878923767,0.33020554068364605,19
1040,0.6666666666666666,0.6896729522509353,0.0633431085192594,0.3720494565857565,0.19811320754716985,0.36397608370702544,0.20688114390080425,4
1041,0.7083333333333334,0.6923246906135314,0.0633431085192594,0.38493817900973015,0.22641509433962265,0.04409566517189836,0.14075067024128687,17
1064,0.6666666666666666,0.6338759579799282,0.13548387099952702,0.2712626451063393,0.3490566037735849,0.2197309417040359,0.3021671134718499,19
1065,0.7083333333333334,0.6807785802683499,0.159530792060887,0.3055076806598538,0.3679245283018868,0.2272047832585949,0.2125781948391421,19
1089,0.7083333333333334,0.7095609899704071,0.07390029327246928,0.28077931798468725,0.2358490566037736,0.1816143497757848,0.3465147453083109,19
1090,0.75,0.6549793755612789,0.06686217010366269,0.280479580285265,0.03773584905660378,0.020926756352765325,0.3026139410187667,17
1138,0.75,0.7077931648372993,0.15894428132761154,0.15691270131180762,0.33018867924528306,0.10089686098654707,0.4548704200402144,1
1157,0.5416666666666666,0.7149749560150194,0.06862170089586432,0.1484451105163193,0.1037735849056604,0.06576980568011959,0.4905049150804289,2
1182,0.5833333333333334,0.6965232767962652,0.0961876835416276,0.1446983888688961,0.2169811320754717,0.05754857997010464,0.4673815906836461,2
