hour,wind_speed,tide_variation,drifting,prediction,cluster,p(s|pred),p(drifting),p(~drifting),p(pred|drifting),p(pred|~drifting),p(drifting|pred),p(drifting|pred)*p(s|pred)
0.04166666666666666,0.339622641509434,0.07025411061285501,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.08333333333333333,0.2641509433962264,0.1210762331838565,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.125,0.5283018867924528,0.4775784753363229,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.16666666666666666,0.339622641509434,0.2473841554559044,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.20833333333333331,0.4150943396226416,0.21001494768310916,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.25,0.3679245283018868,0.2929745889387145,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.2916666666666667,0.4339622641509434,0.1681614349775785,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.3333333333333333,0.2358490566037736,0.2488789237668161,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.375,0.4622641509433963,0.26681614349775784,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.4166666666666667,0.4622641509433963,0.3236173393124066,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.4583333333333333,0.5094339622641509,0.4910313901345292,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.5,0.5,0.21674140508221226,0,1,3,0.15819209039548024,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.01885792716013917
0.5416666666666666,0.3962264150943397,0.2884902840059791,0,1,3,0.15819209039548024,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.01885792716013917
0.5833333333333334,0.2075471698113208,0.16068759342301944,0,1,1,0.5621468926553672,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.06701299115835169
0.625,0.15094339622641512,0.4521674140508222,0,1,2,0.2796610169491525,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.03333812122953174
0.6666666666666666,0.14150943396226418,0.1883408071748879,0,1,1,0.5621468926553672,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.06701299115835169
0.7083333333333334,0.1320754716981132,0.43273542600896864,0,1,2,0.2796610169491525,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.03333812122953174
0.75,0.1037735849056604,0.3034379671150972,0,1,2,0.2796610169491525,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.03333812122953174
0.7916666666666666,0.0,0.1195814648729447,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.8333333333333334,0.07547169811320756,0.04708520179372197,0,1,1,0.5621468926553672,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.06701299115835169
0.875,0.0849056603773585,0.12257100149476832,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.9166666666666666,0.1320754716981132,0.20104633781763828,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.9583333333333334,0.22641509433962265,0.3071748878923767,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
1.0,0.2547169811320755,0.4917787742899851,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.04166666666666666,0.2547169811320755,0.234678624813154,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.08333333333333333,0.339622641509434,0.032137518684603884,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.125,0.2924528301886793,0.14125560538116594,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.16666666666666666,0.2547169811320755,0.15769805680119586,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.20833333333333331,0.2641509433962264,0.5642750373692077,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.25,0.33018867924528306,0.20553064275037367,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.2916666666666667,0.02830188679245283,0.10014947683109117,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.3333333333333333,0.1320754716981132,0.04783258594917787,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.375,0.04716981132075472,0.16143497757847536,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.4166666666666667,0.1037735849056604,0.4446935724962631,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
0.4583333333333333,0.2075471698113208,0.36696562032884905,0,1,2,0.2796610169491525,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.03333812122953174
0.5,0.3207547169811321,0.3587443946188341,0,1,2,0.2796610169491525,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.03333812122953174
0.5416666666666666,0.4339622641509434,0.11509715994020925,0,1,3,0.15819209039548024,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.01885792716013917
0.5833333333333334,0.3584905660377359,0.0687593423019432,0,1,3,0.15819209039548024,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.01885792716013917
0.625,0.2641509433962264,0.19880418535127056,0,1,1,0.5621468926553672,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.06701299115835169
0.6666666666666666,0.3490566037735849,0.42301943198804187,0,1,2,0.2796610169491525,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.03333812122953174
0.7083333333333334,0.33018867924528306,0.2705530642750374,0,1,2,0.2796610169491525,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.03333812122953174
0.75,0.19811320754716985,0.21898355754858,0,1,1,0.5621468926553672,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.06701299115835169
0.7916666666666666,0.07547169811320756,0.2877428998505232,0,1,2,0.2796610169491525,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.03333812122953174
0.8333333333333334,0.2358490566037736,0.06576980568011959,1,1,1,0.5621468926553672,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.1192090395480226,0.06701299115835169
0.875,0.169811320754717,0.0695067264573991,0,0,0,0.0,0.0506029794277607,0.9493970205722393,0.985981308411215,0.388293897882939,0.0,0.0
