hour,wind_dir,wind_speed,current_speed,wave_height,dif_tide_height,drowning,prediction,cluster,p(s|pred),p(drowning),p(~drowning),p(pred|drowning),p(pred|~drowning),p(drowning|pred),p(drowning|pred)*p(s|pred)
0.04166666666666666,0.4727777777777778,0.339622641509434,0.4317721991978748,0.35425219926199464,0.029787234042553193,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.08333333333333333,0.5272222222222223,0.2641509433962264,0.3820906705504948,0.3431085044793217,0.05531914893617021,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.125,0.5763888888888888,0.5283018867924528,0.21251405017470532,0.38240469193722093,0.08085106382978724,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.16666666666666666,0.5341666666666667,0.339622641509434,0.06481828398787068,0.3618768331640767,0.09361702127659577,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.20833333333333331,0.555,0.4150943396226416,0.09921318846303323,0.29853372464481737,0.09787234042553193,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.25,0.5705555555555556,0.3679245283018868,0.25297864364315964,0.2914956014760108,0.07659574468085106,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.2916666666666667,0.5955555555555556,0.4339622641509434,0.3689771449193954,0.2697947212363155,0.03404255319148936,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.3333333333333333,0.5486111111111112,0.2358490566037736,0.3354814536593971,0.2692082112068524,0.05531914893617021,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.375,0.6222222222222222,0.4622641509433963,0.3229674034271421,0.25043988252209737,0.07659574468085106,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.4166666666666667,0.61,0.4622641509433963,0.19617834389265185,0.30557184781362395,0.08085106382978724,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.4583333333333333,0.6030555555555556,0.5094339622641509,0.16710378417121774,0.34780058682646353,0.07659574468085106,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.5,0.5938888888888889,0.5,0.31764705870039,0.34134897368712,0.046808510638297884,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.5416666666666666,0.6180555555555556,0.3962264150943397,0.3279880103645506,0.33431085051831344,0.06382978723404256,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.5833333333333334,0.63,0.2075471698113208,0.2947920568938958,0.33137829896337323,0.05531914893617021,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.625,0.7794444444444445,0.15094339622641512,0.20232296731529525,0.2844574783072041,0.0723404255319149,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.6666666666666666,0.6813888888888889,0.14150943396226418,0.0377669539038907,0.2404692085021629,0.0723404255319149,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.7083333333333334,0.5833333333333334,0.1320754716981132,0.14230048700375467,0.20703812345033154,0.08936170212765958,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.75,0.04027777777777778,0.1037735849056604,0.27890595720593625,0.1888563047950396,0.06382978723404256,0,1,2,0.40219378427787933,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.056672760511883004,0.02279343201574819
0.7916666666666666,0.0,0.0,0.40052454090834616,0.181818181626233,0.05106382978723405,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.8333333333333334,0.07222222222222223,0.07547169811320756,0.3568377668788591,0.15073313809987873,0.025531914893617023,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.875,0.043888888888888894,0.0849056603773585,0.3237167477206582,0.1348973609700639,0.042553191489361715,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.9166666666666666,0.05583333333333334,0.1320754716981132,0.15219183207382125,0.1677419352886198,0.0851063829787234,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.9583333333333334,0.13361111111111112,0.22641509433962265,0.18493817904030346,0.1782991200418297,0.08936170212765958,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
1.0,0.11722222222222226,0.2547169811320755,0.3829149493363074,0.19706744872658472,0.1148936170212766,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.04166666666666666,0.09027777777777778,0.2547169811320755,0.4566504307677131,0.21759530820354145,0.046808510638297884,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.08333333333333333,0.12694444444444444,0.339622641509434,0.43589359294709545,0.22111436978794471,0.017021276595744685,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.125,0.1463888888888889,0.2924528301886793,0.37055076799872416,0.20762463347979465,0.05106382978723405,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.16666666666666666,0.2222222222222222,0.2547169811320755,0.2526039714514409,0.2234604106096095,0.0851063829787234,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.20833333333333331,0.02861111111111111,0.2641509433962264,0.11667291114040025,0.21935483899574307,0.11914893617021274,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.25,0.1461111111111111,0.33018867924528306,0.08752341701659089,0.2434017593532907,0.059574468085106386,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.2916666666666667,0.0,0.02830188679245283,0.1895841138759146,0.2627565980675089,0.05531914893617021,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.3333333333333333,0.4136111111111112,0.1320754716981132,0.3480704382940273,0.259824047216381,0.017021276595744685,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.375,0.4747222222222222,0.04716981132075472,0.3782690145006963,0.12961876859345894,0.06382978723404256,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.4166666666666667,0.6102777777777777,0.1037735849056604,0.3692019482164424,0.2498533724926342,0.09361702127659577,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.4583333333333333,0.6186111111111111,0.2075471698113208,0.09793930308312664,0.26392961883024746,0.06808510638297872,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.5,0.5883333333333334,0.3207547169811321,0.19940052445368464,0.252199413314299,0.08085106382978724,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.5416666666666666,0.6541666666666667,0.4339622641509434,0.3279130759621753,0.2134897358858627,0.05106382978723405,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.5833333333333334,0.6733333333333333,0.3584905660377359,0.3515923565544823,0.1847507331811732,0.029787234042553193,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.625,0.6180555555555556,0.2641509433962264,0.2714874484033863,0.16129032285308864,0.05106382978723405,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.6666666666666666,0.6547222222222222,0.3490566037735849,0.10460846759216047,0.13958944261339346,0.08085106382978724,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.7083333333333334,0.6675,0.33018867924528306,0.10385912320872304,0.10733137832430062,0.0723404255319149,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.75,0.9844444444444445,0.19811320754716985,0.2761333832389974,0.0991202343927555,0.09361702127659577,0,1,1,0.4296160877513711,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.056672760511883004,0.024347529653185568
0.7916666666666666,0.7716666666666667,0.07547169811320756,0.3671037840507231,0.09677419357109072,0.059574468085106386,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.8333333333333334,0.6775,0.2358490566037736,0.4547770698990408,0.07800586488633568,0.021276595744680854,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.875,0.8038888888888889,0.169811320754717,0.4192581489656198,0.07976539567853735,0.029787234042553193,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.9166666666666666,0.6905555555555556,0.07547169811320756,0.30423379536986844,0.08445747802567917,0.05531914893617021,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
0.9583333333333334,0.07583333333333334,0.11320754716981132,0.1680779317617808,0.10205278594769564,0.09787234042553193,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
1.0,0.5641666666666667,0.0660377358490566,0.30423379536986844,0.11143694993816702,0.09361702127659577,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.12300357568533969,0.0,0.0
