hour,wind_dir,wind_speed,current_speed,wave_height,water_temp,drowning,prediction,cluster,p(s|pred),p(drowning),p(~drowning),p(pred|drowning),p(pred|~drowning),p(drowning|pred),p(drowning|pred)*p(s|pred)
0.04166666666666666,0.4727777777777778,0.339622641509434,0.4317721991978748,0.35425219926199464,0.1747385089642719,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.08333333333333333,0.5272222222222223,0.2641509433962264,0.3820906705504948,0.3431085044793217,0.16667280521999814,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.125,0.5763888888888888,0.5283018867924528,0.21251405017470532,0.38240469193722093,0.16479449010453595,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.16666666666666666,0.5341666666666667,0.339622641509434,0.06481828398787068,0.3618768331640767,0.16750147345830935,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.20833333333333331,0.555,0.4150943396226416,0.09921318846303323,0.29853372464481737,0.16783294075363386,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.25,0.5705555555555556,0.3679245283018868,0.25297864364315964,0.2914956014760108,0.17341263978297386,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.2916666666666667,0.5955555555555556,0.4339622641509434,0.3689771449193954,0.2697947212363155,0.18551119606231925,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.3333333333333333,0.5486111111111112,0.2358490566037736,0.3354814536593971,0.2692082112068524,0.18694755456303705,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.375,0.6222222222222222,0.4622641509433963,0.3229674034271421,0.25043988252209737,0.1881629344249156,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.4166666666666667,0.61,0.4622641509433963,0.19617834389265185,0.30557184781362395,0.18633986430063065,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.4583333333333333,0.6030555555555556,0.5094339622641509,0.16710378417121774,0.34780058682646353,0.19904611084238266,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.5,0.5938888888888889,0.5,0.31764705870039,0.34134897368712,0.2068908366107516,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.5416666666666666,0.6180555555555556,0.3962264150943397,0.3279880103645506,0.33431085051831344,0.19965380110478906,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.5833333333333334,0.63,0.2075471698113208,0.2947920568938958,0.33137829896337323,0.21926561585717907,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.625,0.7794444444444445,0.15094339622641512,0.20232296731529525,0.2844574783072041,0.2367781381811369,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.6666666666666666,0.6813888888888889,0.14150943396226418,0.0377669539038907,0.2404692085021629,0.2440704186782767,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.7083333333333334,0.5833333333333334,0.1320754716981132,0.14230048700375467,0.20703812345033154,0.2372200941329465,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.75,0.04027777777777778,0.1037735849056604,0.27890595720593625,0.1888563047950396,0.2525780790372949,0,1,2,0.9019292604501608,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.04983922829581994,0.0449514583182556
0.7916666666666666,0.0,0.0,0.40052454090834616,0.181818181626233,0.2536277252515111,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.8333333333333334,0.07222222222222223,0.07547169811320756,0.3568377668788591,0.15073313809987873,0.2419711255869099,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
0.875,0.043888888888888894,0.0849056603773585,0.3237167477206582,0.1348973609700639,0.21992855044782836,0,0,0,0.0,0.008039725703475999,0.991960274296524,0.9117647058823529,0.14088200238379023,0.0,0.0
