,hour,dif_tide_height,current_dir,wind_speed,cluster
43,0.8333333333333334,0.021276595744680854,0.5721296297222221,0.2358490566037736,3
90,0.7916666666666666,0.08936170212765958,0.5787962963888889,0.05660377358490566,3
298,0.6666666666666666,0.03829787234042553,0.07168981480555556,0.03773584905660378,2
348,0.75,0.03404255319148936,0.1018981481388889,0.3207547169811321,2
349,0.7916666666666666,0.05106382978723405,0.07516203702777778,0.2358490566037736,2
369,0.625,0.05531914893617021,0.4976157408333333,0.2169811320754717,3
371,0.7083333333333334,0.0723404255319149,0.16479166666666667,0.22641509433962265,2
396,0.75,0.03829787234042553,0.15761574074999998,0.0660377358490566,2
468,0.75,0.021276595744680854,0.5019675925,0.339622641509434,1
491,0.7083333333333334,0.046808510638297884,0.5533333333333333,0.16037735849056606,3
493,0.7916666666666666,0.029787234042553193,0.5348148147222223,0.2924528301886793,3
534,0.5,0.042553191489361715,0.10629629630555557,0.2641509433962264,2
538,0.6666666666666666,0.06382978723404256,0.6293287036111112,0.3962264150943397,1
539,0.7083333333333334,0.06808510638297872,0.5802777777777778,0.3490566037735849,1
540,0.75,0.05106382978723405,0.5728009258333334,0.339622641509434,1
559,0.5416666666666666,0.042553191489361715,0.08608796297222222,0.28301886792452835,2
560,0.5833333333333334,0.025531914893617023,0.04826388888888889,0.2075471698113208,2
561,0.625,0.046808510638297884,0.13131944444444446,0.19811320754716985,2
562,0.6666666666666666,0.07659574468085106,0.3219444444444445,0.16037735849056606,2
585,0.625,0.046808510638297884,0.03893518519444445,0.28301886792452835,2
610,0.6666666666666666,0.05531914893617021,0.044583333333333336,0.2358490566037736,2
611,0.7083333333333334,0.0851063829787234,0.2817129630555556,0.169811320754717,2
612,0.75,0.08936170212765958,0.6781481480555556,0.11320754716981132,3
635,0.7083333333333334,0.07659574468085106,0.20477272727777776,0.1320754716981132,2
653,0.4583333333333333,0.03829787234042553,0.5623379630555555,0.2358490566037736,3
657,0.625,0.07659574468085106,0.09992424241666667,0.4150943396226416,2
658,0.6666666666666666,0.017021276595744685,0.07835648147222221,0.5660377358490567,2
659,0.7083333333333334,0.05106382978723405,0.12300925925,0.30188679245283023,2
660,0.75,0.09361702127659577,0.17819444444444446,0.14150943396226418,2
680,0.625,0.08936170212765958,0.14093434344444444,0.33018867924528306,2
681,0.6666666666666666,0.05106382978723405,0.0875,0.3962264150943397,2
682,0.7083333333333334,0.004255319148936171,0.09745370369444444,0.3584905660377359,2
683,0.75,0.0723404255319149,0.13636574075000002,0.24528301886792456,2
701,0.5,0.025531914893617023,0.5459027777777778,0.4433962264150944,1
704,0.625,0.09787234042553193,0.22133838383333326,0.3679245283018868,2
705,0.6666666666666666,0.07659574468085106,0.12472222222222222,0.3867924528301887,2
706,0.7083333333333334,0.029787234042553193,0.0901388888888889,0.2924528301886793,2
725,0.5,0.025531914893617023,0.551875,0.28301886792452835,3
729,0.6666666666666666,0.0851063829787234,0.17300925925000002,0.3113207547169811,2
733,0.8333333333333334,0.059574468085106386,0.12156565655555555,0.17924528301886794,2
774,0.5833333333333334,0.017021276595744685,0.5656944444444445,0.5283018867924528,1
775,0.625,0.017021276595744685,0.5142592591666667,0.6698113207547169,1
776,0.6666666666666666,0.05106382978723405,0.4652314813888889,0.6886792452830189,1
777,0.7083333333333334,0.046808510638297884,0.2746527777777778,0.6509433962264152,1
779,0.7916666666666666,0.03404255319148936,0.11150462963888888,0.5188679245283019,2
796,0.5,0.05106382978723405,0.5142824075,0.5660377358490567,1
801,0.7083333333333334,0.042553191489361715,0.4797685186111111,0.2641509433962264,3
822,0.5833333333333334,0.06382978723404256,0.471643518611111,0.4528301886792453,1
823,0.625,0.03829787234042553,0.5399305555555556,0.5188679245283019,1
824,0.6666666666666666,0.03829787234042553,0.5603935186111111,0.4622641509433963,1
825,0.7083333333333334,0.021276595744680854,0.5439583333333333,0.14150943396226418,3
826,0.75,0.029787234042553193,0.4540046297222222,0.4245283018867925,1
843,0.4583333333333333,0.01276595744680851,0.11067129630555557,0.4056603773584906,2
846,0.5833333333333334,0.05106382978723405,0.4793518519444444,0.3962264150943397,1
847,0.625,0.0723404255319149,0.5647222222222222,0.4905660377358491,1
848,0.6666666666666666,0.06808510638297872,0.5641435186111111,0.3584905660377359,1
849,0.7083333333333334,0.05531914893617021,0.5668287036111112,0.19811320754716985,3
850,0.75,0.021276595744680854,0.5571064813888891,0.19811320754716985,3
851,0.7916666666666666,0.017021276595744685,0.5191435186111111,0.169811320754717,3
867,0.4583333333333333,0.0723404255319149,0.14240740741666666,0.15094339622641512,2
872,0.6666666666666666,0.08085106382978724,0.3187268519444445,0.17924528301886794,2
873,0.7083333333333334,0.0851063829787234,0.5442824075,0.2169811320754717,3
874,0.75,0.05106382978723405,0.5528472222222223,0.4433962264150944,1
892,0.5,0.0723404255319149,0.12518518519444444,0.16037735849056606,2
894,0.5833333333333334,0.021276595744680854,0.06673611111111111,0.1037735849056604,2
895,0.625,0.07659574468085106,0.12995370369444445,0.2924528301886793,2
897,0.7083333333333334,0.0851063829787234,0.5931481480555556,0.22641509433962265,3
898,0.75,0.09787234042553193,0.563125,0.2735849056603773,3
918,0.5833333333333334,0.025531914893617023,0.05993055555555556,0.05660377358490566,2
921,0.7083333333333334,0.1021276595744681,0.4812962963888889,0.3113207547169811,1
922,0.75,0.08936170212765958,0.5696527777777778,0.169811320754717,3
943,0.625,0.017021276595744685,0.058171296305555564,0.12264150943396228,2
944,0.6666666666666666,0.06382978723404256,0.042847222222222224,0.15094339622641512,2
964,0.5,0.10638297872340426,0.4871990741666667,0.07547169811320756,3
965,0.5416666666666666,0.1021276595744681,0.2506018518611111,0.24528301886792456,2
969,0.7083333333333334,0.08085106382978724,0.07770833333333334,0.14150943396226418,2
970,0.75,0.09361702127659577,0.4553703702777778,0.22641509433962265,3
988,0.5,0.07659574468085106,0.5298842591666667,0.33018867924528306,1
990,0.5833333333333334,0.09787234042553193,0.1626388888888889,0.2641509433962264,2
991,0.625,0.05531914893617021,0.09101851852777776,0.28301886792452835,2
992,0.6666666666666666,0.029787234042553193,0.08203703702777779,0.17924528301886794,2
993,0.7083333333333334,0.042553191489361715,0.08699494949999999,0.14150943396226418,2
994,0.75,0.08085106382978724,0.11037037036111112,0.17924528301886794,2
1018,0.75,0.06808510638297872,0.07884259258333333,0.15094339622641512,2
1019,0.7916666666666666,0.0851063829787234,0.2675231481388889,0.2641509433962264,2
1035,0.4583333333333333,0.021276595744680854,0.5652546297222222,0.0660377358490566,3
1039,0.625,0.08085106382978724,0.17694444444444446,0.16037735849056606,2
1040,0.6666666666666666,0.06808510638297872,0.1256018518611111,0.19811320754716985,2
1041,0.7083333333333334,0.00851063829787234,0.09490740741666666,0.22641509433962265,2
1064,0.6666666666666666,0.06382978723404256,0.15458333333333332,0.3490566037735849,2
1065,0.7083333333333334,0.03829787234042553,0.13780092591666668,0.3679245283018868,2
1089,0.7083333333333334,0.03404255319148936,0.14314814813888888,0.2358490566037736,2
1090,0.75,0.01276595744680851,0.09895833333333333,0.03773584905660378,2
1138,0.75,0.03829787234042553,0.3154166666666667,0.33018867924528306,2
1157,0.5416666666666666,0.029787234042553193,0.5834953702777779,0.1037735849056604,3
1182,0.5833333333333334,0.025531914893617023,0.5736111111111111,0.2169811320754717,3
1183,0.625,0.03404255319148936,0.5725694444444445,0.2735849056603773,3
1184,0.6666666666666666,0.017021276595744685,0.5716666666666667,0.22641509433962265,3
1186,0.75,0.017021276595744685,0.5000231480555556,0.19811320754716985,3
1205,0.5416666666666666,0.029787234042553193,0.4352546297222222,0.17924528301886794,3
1207,0.625,0.046808510638297884,0.5810185186111111,0.169811320754717,3
1209,0.7083333333333334,0.042553191489361715,0.5870833333333333,0.169811320754717,3
1232,0.6666666666666666,0.0723404255319149,0.5575925925,0.4905660377358491,1
1278,0.5833333333333334,0.0,0.05064814813888889,0.19811320754716985,2
1302,0.5833333333333334,0.03404255319148936,0.06206018519444445,0.2735849056603773,2
1303,0.625,0.042553191489361715,0.035162037027777766,0.24528301886792456,2
1326,0.5833333333333334,0.07659574468085106,0.08717592591666666,0.169811320754717,2
1328,0.6666666666666666,0.046808510638297884,0.03877314813888889,0.18867924528301888,2
1329,0.7083333333333334,0.08936170212765958,0.02203703703611111,0.09433962264150944,2
1350,0.5833333333333334,0.09787234042553193,0.12868055555555558,0.169811320754717,2
1351,0.625,0.06808510638297872,0.08590277777777779,0.16037735849056606,2
1352,0.6666666666666666,0.004255319148936171,0.06247685186111111,0.0660377358490566,2
1353,0.7083333333333334,0.06382978723404256,0.04668981480555556,0.2547169811320755,2
1375,0.625,0.10638297872340426,0.10793981480555556,0.22641509433962265,2
1544,0.6666666666666666,0.1148936170212766,0.3027546297222222,0.30188679245283023,2
1545,0.7083333333333334,0.1148936170212766,0.5671064813888889,0.12264150943396228,3
